"","time","time_month","time_week","car","renter","score_numeric","score","source"
"1","2020-02-07",2,6,1,43656,5,"STRONG_POSITIVE","IOS"
"2","2020-02-17",2,7,1,13696,3,"NEUTRAL","IOS"
"3","2020-01-03",1,1,1,13202,5,"STRONG_POSITIVE","IOS"
"4","2020-01-29",1,5,1,13202,5,"STRONG_POSITIVE","IOS"
"5","2020-01-07",1,1,1,10011,5,"STRONG_POSITIVE","IOS"
"6","2020-01-25",1,4,1,24685,5,"STRONG_POSITIVE","ANDROID"
"7","2020-02-15",2,7,1,11024,5,"STRONG_POSITIVE","ANDROID"
"8","2020-03-11",3,11,1,37291,5,"STRONG_POSITIVE","IOS"
"9","2020-03-10",3,10,1,46088,5,"STRONG_POSITIVE","IOS"
"10","2020-02-18",2,7,1,5101,5,"STRONG_POSITIVE","IOS"
"11","2020-01-09",1,2,1,13202,5,"STRONG_POSITIVE","IOS"
"12","2020-02-23",2,8,2,36876,4,"WEAK_POSITIVE","IOS"
"13","2020-02-03",2,5,2,22060,4,"WEAK_POSITIVE","ANDROID"
"14","2020-02-16",2,7,2,36132,4,"WEAK_POSITIVE","ANDROID"
"15","2020-03-06",3,10,2,235,5,"STRONG_POSITIVE","WEB"
"16","2020-03-11",3,11,2,37715,4,"WEAK_POSITIVE","IOS"
"17","2020-03-01",3,9,2,3356,3,"NEUTRAL","ANDROID"
"18","2020-02-17",2,7,2,123,4,"WEAK_POSITIVE","IOS"
"19","2020-03-02",3,9,2,29069,5,"STRONG_POSITIVE","ANDROID"
"20","2020-01-03",1,1,3,5743,5,"STRONG_POSITIVE","ANDROID"
"21","2020-01-08",1,2,3,47295,1,"STRONG_NEGATIVE","ANDROID"
"22","2020-01-04",1,1,3,38398,5,"STRONG_POSITIVE","IOS"
"23","2020-01-01",1,1,3,37086,3,"NEUTRAL","ANDROID"
"24","2020-03-09",3,10,4,7393,3,"NEUTRAL","IOS"
"25","2020-03-14",3,11,4,21101,1,"STRONG_NEGATIVE","IOS"
"26","2020-03-05",3,10,4,1844,4,"WEAK_POSITIVE","IOS"
"27","2020-03-08",3,10,4,1844,4,"WEAK_POSITIVE","IOS"
"28","2020-02-02",2,5,4,21101,1,"STRONG_NEGATIVE","IOS"
"29","2020-01-03",1,1,4,9168,4,"WEAK_POSITIVE","IOS"
"30","2020-01-24",1,4,4,48902,2,"WEAK_NEGATIVE","IOS"
"31","2020-04-26",4,17,4,4781,5,"STRONG_POSITIVE","IOS"
"32","2020-02-24",2,8,4,4537,5,"STRONG_POSITIVE","IOS"
"33","2020-05-31",5,22,4,26118,5,"STRONG_POSITIVE","ANDROID"
"34","2020-02-17",2,7,4,33121,2,"WEAK_NEGATIVE","IOS"
"35","2020-04-13",4,15,4,2485,4,"WEAK_POSITIVE","IOS"
"36","2020-04-19",4,16,4,1102,1,"STRONG_NEGATIVE","IOS"
"37","2020-02-03",2,5,4,11714,3,"NEUTRAL","IOS"
"38","2020-05-25",5,21,4,33332,4,"WEAK_POSITIVE","IOS"
"39","2020-04-25",4,17,4,33298,5,"STRONG_POSITIVE","IOS"
"40","2020-05-11",5,19,4,13419,4,"WEAK_POSITIVE","IOS"
"41","2020-02-18",2,7,4,1375,5,"STRONG_POSITIVE","IOS"
"42","2020-04-11",4,15,4,2485,4,"WEAK_POSITIVE","IOS"
"43","2020-05-27",5,22,4,5143,4,"WEAK_POSITIVE","IOS"
"44","2020-03-30",3,13,4,7934,5,"STRONG_POSITIVE","ANDROID"
"45","2020-04-12",4,15,4,2485,4,"WEAK_POSITIVE","IOS"
"46","2020-05-30",5,22,5,4544,5,"STRONG_POSITIVE","ANDROID"
"47","2020-02-14",2,7,5,4939,5,"STRONG_POSITIVE","IOS"
"48","2020-03-08",3,10,7,3185,5,"STRONG_POSITIVE","IOS"
"49","2020-03-06",3,10,8,37639,5,"STRONG_POSITIVE","IOS"
"50","2020-03-10",3,10,8,37639,5,"STRONG_POSITIVE","IOS"
"51","2020-02-20",2,8,8,1938,2,"WEAK_NEGATIVE","IOS"
"52","2020-02-07",2,6,8,6689,5,"STRONG_POSITIVE","IOS"
"53","2020-05-29",5,22,9,3739,5,"STRONG_POSITIVE","IOS"
"54","2020-03-03",3,9,9,516,4,"WEAK_POSITIVE","IOS"
"55","2020-01-18",1,3,9,3739,5,"STRONG_POSITIVE","IOS"
"56","2020-03-10",3,10,9,6084,3,"NEUTRAL","IOS"
"57","2020-01-09",1,2,9,516,5,"STRONG_POSITIVE","IOS"
"58","2020-03-09",3,10,9,41096,5,"STRONG_POSITIVE","ANDROID"
"59","2020-02-10",2,6,9,27834,5,"STRONG_POSITIVE","IOS"
"60","2020-02-20",2,8,9,10038,5,"STRONG_POSITIVE","ANDROID"
"61","2020-02-06",2,6,9,516,4,"WEAK_POSITIVE","IOS"
"62","2020-02-28",2,9,9,10038,5,"STRONG_POSITIVE","ANDROID"
"63","2020-01-17",1,3,9,5432,5,"STRONG_POSITIVE","IOS"
"64","2020-01-20",1,3,9,544,5,"STRONG_POSITIVE","ANDROID"
"65","2020-02-14",2,7,9,10038,5,"STRONG_POSITIVE","ANDROID"
"66","2020-02-19",2,8,9,10038,5,"STRONG_POSITIVE","ANDROID"
"67","2020-03-07",3,10,9,35561,5,"STRONG_POSITIVE","IOS"
"68","2020-01-24",1,4,9,2784,5,"STRONG_POSITIVE","IOS"
"69","2020-01-10",1,2,9,516,5,"STRONG_POSITIVE","IOS"
"70","2020-03-16",3,11,9,8379,4,"WEAK_POSITIVE","IOS"
"71","2020-02-06",2,6,9,516,4,"WEAK_POSITIVE","IOS"
"72","2020-04-20",4,16,9,1281,4,"WEAK_POSITIVE","IOS"
"73","2020-01-10",1,2,9,27189,5,"STRONG_POSITIVE","IOS"
"74","2020-01-12",1,2,9,3632,2,"WEAK_NEGATIVE","IOS"
"75","2020-03-13",3,11,9,2153,5,"STRONG_POSITIVE","ANDROID"
"76","2020-01-07",1,1,9,516,5,"STRONG_POSITIVE","IOS"
"77","2020-02-13",2,7,9,10038,5,"STRONG_POSITIVE","ANDROID"
"78","2020-02-25",2,8,9,516,4,"WEAK_POSITIVE","IOS"
"79","2020-03-13",3,11,9,6763,4,"WEAK_POSITIVE","IOS"
"80","2020-02-25",2,8,9,5323,4,"WEAK_POSITIVE","IOS"
"81","2020-03-14",3,11,9,10038,5,"STRONG_POSITIVE","ANDROID"
"82","2020-03-24",3,12,10,46128,5,"STRONG_POSITIVE","IOS"
"83","2020-03-07",3,10,10,6911,5,"STRONG_POSITIVE","IOS"
"84","2020-04-08",4,15,10,28702,5,"STRONG_POSITIVE","IOS"
"85","2020-03-04",3,10,10,8265,5,"STRONG_POSITIVE","ANDROID"
"86","2020-04-18",4,16,10,21094,4,"WEAK_POSITIVE","ANDROID"
"87","2020-03-30",3,13,10,1576,3,"NEUTRAL","IOS"
"88","2020-05-25",5,21,10,3963,4,"WEAK_POSITIVE","IOS"
"89","2020-03-19",3,12,10,3220,3,"NEUTRAL","ANDROID"
"90","2020-01-20",1,3,10,26558,4,"WEAK_POSITIVE","IOS"
"91","2020-05-04",5,18,10,24796,4,"WEAK_POSITIVE","IOS"
"92","2020-04-21",4,16,10,26252,5,"STRONG_POSITIVE","IOS"
"93","2020-05-24",5,21,10,8096,4,"WEAK_POSITIVE","ANDROID"
"94","2020-02-22",2,8,10,5028,5,"STRONG_POSITIVE","IOS"
"95","2020-02-12",2,7,10,7179,5,"STRONG_POSITIVE","IOS"
"96","2020-01-09",1,2,10,35453,5,"STRONG_POSITIVE","IOS"
"97","2020-02-16",2,7,10,6110,5,"STRONG_POSITIVE","IOS"
"98","2020-01-26",1,4,10,40044,5,"STRONG_POSITIVE","IOS"
"99","2020-02-24",2,8,10,46867,5,"STRONG_POSITIVE","IOS"
"100","2020-03-28",3,13,10,28702,4,"WEAK_POSITIVE","IOS"
"101","2020-02-18",2,7,10,46268,4,"WEAK_POSITIVE","IOS"
"102","2020-04-11",4,15,10,28702,4,"WEAK_POSITIVE","IOS"
"103","2020-05-10",5,19,10,12559,4,"WEAK_POSITIVE","IOS"
"104","2020-05-31",5,22,10,1275,5,"STRONG_POSITIVE","IOS"
"105","2020-04-22",4,17,10,23413,5,"STRONG_POSITIVE","IOS"
"106","2020-04-12",4,15,10,28702,4,"WEAK_POSITIVE","IOS"
"107","2020-03-30",3,13,10,22758,5,"STRONG_POSITIVE","IOS"
"108","2020-01-31",1,5,10,286,5,"STRONG_POSITIVE","IOS"
"109","2020-01-27",1,4,10,2347,4,"WEAK_POSITIVE","IOS"
"110","2020-02-04",2,5,10,37797,5,"STRONG_POSITIVE","IOS"
"111","2020-04-21",4,16,10,21094,5,"STRONG_POSITIVE","ANDROID"
"112","2020-02-23",2,8,10,5000,4,"WEAK_POSITIVE","WEB"
"113","2020-03-10",3,10,10,40368,5,"STRONG_POSITIVE","IOS"
"114","2020-03-08",3,10,10,24404,5,"STRONG_POSITIVE","IOS"
"115","2020-02-27",2,9,10,5028,5,"STRONG_POSITIVE","IOS"
"116","2020-04-19",4,16,10,26204,5,"STRONG_POSITIVE","IOS"
"117","2020-01-19",1,3,10,20258,5,"STRONG_POSITIVE","IOS"
"118","2020-03-06",3,10,10,5028,5,"STRONG_POSITIVE","IOS"
"119","2020-02-18",2,7,10,40044,5,"STRONG_POSITIVE","IOS"
"120","2020-04-12",4,15,10,14715,1,"STRONG_NEGATIVE","IOS"
"121","2020-04-15",4,16,10,10461,3,"NEUTRAL","IOS"
"122","2020-03-14",3,11,10,42005,4,"WEAK_POSITIVE","IOS"
"123","2020-01-22",1,4,10,41768,4,"WEAK_POSITIVE","IOS"
"124","2020-04-24",4,17,10,48915,1,"STRONG_NEGATIVE","IOS"
"125","2020-03-10",3,10,10,46867,5,"STRONG_POSITIVE","IOS"
"126","2020-02-18",2,7,10,16811,4,"WEAK_POSITIVE","IOS"
"127","2020-02-12",2,7,10,46867,5,"STRONG_POSITIVE","IOS"
"128","2020-04-16",4,16,10,5028,5,"STRONG_POSITIVE","IOS"
"129","2020-02-26",2,9,10,5028,5,"STRONG_POSITIVE","IOS"
"130","2020-03-17",3,11,10,40368,5,"STRONG_POSITIVE","IOS"
"131","2020-05-03",5,18,11,26213,4,"WEAK_POSITIVE","IOS"
"132","2020-05-23",5,21,11,4021,4,"WEAK_POSITIVE","IOS"
"133","2020-02-03",2,5,11,31,3,"NEUTRAL","IOS"
"134","2020-02-28",2,9,11,6167,3,"NEUTRAL","IOS"
"135","2020-02-23",2,8,11,46064,5,"STRONG_POSITIVE","IOS"
"136","2020-05-30",5,22,11,9357,5,"STRONG_POSITIVE","ANDROID"
"137","2020-02-19",2,8,11,12144,4,"WEAK_POSITIVE","IOS"
"138","2020-04-01",4,14,11,39960,5,"STRONG_POSITIVE","IOS"
"139","2020-04-11",4,15,11,7901,4,"WEAK_POSITIVE","ANDROID"
"140","2020-03-08",3,10,11,3518,5,"STRONG_POSITIVE","IOS"
"141","2020-03-03",3,9,12,32482,5,"STRONG_POSITIVE","IOS"
"142","2020-02-18",2,7,12,8401,5,"STRONG_POSITIVE","IOS"
"143","2020-01-09",1,2,12,1701,5,"STRONG_POSITIVE","IOS"
"144","2020-02-28",2,9,12,26064,5,"STRONG_POSITIVE","ANDROID"
"145","2020-02-10",2,6,12,36733,3,"NEUTRAL","IOS"
"146","2020-02-24",2,8,12,36733,3,"NEUTRAL","IOS"
"147","2020-02-28",2,9,12,26009,5,"STRONG_POSITIVE","IOS"
"148","2020-03-01",3,9,12,2481,5,"STRONG_POSITIVE","IOS"
"149","2020-02-06",2,6,12,29899,5,"STRONG_POSITIVE","ANDROID"
"150","2020-01-18",1,3,12,36733,2,"WEAK_NEGATIVE","IOS"
"151","2020-01-20",1,3,12,3039,5,"STRONG_POSITIVE","IOS"
"152","2020-01-17",1,3,12,3534,5,"STRONG_POSITIVE","IOS"
"153","2020-02-02",2,5,12,8401,5,"STRONG_POSITIVE","IOS"
"154","2020-02-27",2,9,12,36733,3,"NEUTRAL","IOS"
"155","2020-03-12",3,11,12,9600,4,"WEAK_POSITIVE","IOS"
"156","2020-01-31",1,5,12,3545,5,"STRONG_POSITIVE","IOS"
"157","2020-01-18",1,3,12,3039,4,"WEAK_POSITIVE","IOS"
"158","2020-02-21",2,8,12,41586,5,"STRONG_POSITIVE","IOS"
"159","2020-05-15",5,20,12,9161,2,"WEAK_NEGATIVE","IOS"
"160","2020-03-10",3,10,12,32482,4,"WEAK_POSITIVE","IOS"
"161","2020-01-19",1,3,12,38760,5,"STRONG_POSITIVE","IOS"
"162","2020-03-12",3,11,12,8401,5,"STRONG_POSITIVE","IOS"
"163","2020-02-08",2,6,12,1736,4,"WEAK_POSITIVE","IOS"
"164","2020-01-14",1,2,12,35561,5,"STRONG_POSITIVE","IOS"
"165","2020-01-04",1,1,12,27259,2,"WEAK_NEGATIVE","IOS"
"166","2020-01-31",1,5,12,11484,5,"STRONG_POSITIVE","IOS"
"167","2020-03-09",3,10,12,14955,5,"STRONG_POSITIVE","ANDROID"
"168","2020-03-29",3,13,13,16682,3,"NEUTRAL","IOS"
"169","2020-03-01",3,9,13,37403,3,"NEUTRAL","ANDROID"
"170","2020-05-24",5,21,13,47897,2,"WEAK_NEGATIVE","ANDROID"
"171","2020-05-16",5,20,13,2754,5,"STRONG_POSITIVE","ANDROID"
"172","2020-03-08",3,10,13,16682,5,"STRONG_POSITIVE","IOS"
"173","2020-05-24",5,21,13,11398,5,"STRONG_POSITIVE","IOS"
"174","2020-04-27",4,17,13,8721,5,"STRONG_POSITIVE","ANDROID"
"175","2020-01-20",1,3,13,4250,5,"STRONG_POSITIVE","ANDROID"
"176","2020-04-21",4,16,13,42257,4,"WEAK_POSITIVE","IOS"
"177","2020-03-25",3,13,13,21719,1,"STRONG_NEGATIVE","IOS"
"178","2020-05-24",5,21,13,24580,4,"WEAK_POSITIVE","ANDROID"
"179","2020-05-12",5,19,13,47461,2,"WEAK_NEGATIVE","WEB"
"180","2020-05-04",5,18,13,46991,5,"STRONG_POSITIVE","IOS"
"181","2020-02-16",2,7,13,33735,5,"STRONG_POSITIVE","ANDROID"
"182","2020-05-18",5,20,13,47897,2,"WEAK_NEGATIVE","ANDROID"
"183","2020-03-09",3,10,13,3391,5,"STRONG_POSITIVE","IOS"
"184","2020-02-12",2,7,13,5997,4,"WEAK_POSITIVE","WEB"
"185","2020-04-11",4,15,13,43075,3,"NEUTRAL","ANDROID"
"186","2020-05-20",5,21,13,838,5,"STRONG_POSITIVE","ANDROID"
"187","2020-05-26",5,21,13,24962,3,"NEUTRAL","ANDROID"
"188","2020-04-06",4,14,14,12335,4,"WEAK_POSITIVE","IOS"
"189","2020-05-18",5,20,14,33604,5,"STRONG_POSITIVE","IOS"
"190","2020-01-03",1,1,14,25992,5,"STRONG_POSITIVE","IOS"
"191","2020-01-17",1,3,15,8156,5,"STRONG_POSITIVE","IOS"
"192","2020-03-02",3,9,16,30273,5,"STRONG_POSITIVE","IOS"
"193","2020-02-01",2,5,16,4333,5,"STRONG_POSITIVE","IOS"
"194","2020-01-30",1,5,16,2878,1,"STRONG_NEGATIVE","IOS"
"195","2020-02-21",2,8,16,5632,5,"STRONG_POSITIVE","IOS"
"196","2020-02-28",2,9,16,11827,5,"STRONG_POSITIVE","IOS"
"197","2020-02-16",2,7,16,7405,3,"NEUTRAL","IOS"
"198","2020-03-13",3,11,16,45008,1,"STRONG_NEGATIVE","IOS"
"199","2020-02-24",2,8,16,14676,4,"WEAK_POSITIVE","IOS"
"200","2020-01-21",1,3,16,8216,3,"NEUTRAL","IOS"
"201","2020-02-26",2,9,16,41668,4,"WEAK_POSITIVE","IOS"
"202","2020-02-17",2,7,16,3870,4,"WEAK_POSITIVE","ANDROID"
"203","2020-02-22",2,8,16,5720,3,"NEUTRAL","IOS"
"204","2020-01-22",1,4,16,17399,5,"STRONG_POSITIVE","ANDROID"
"205","2020-02-02",2,5,16,9481,5,"STRONG_POSITIVE","IOS"
"206","2020-03-21",3,12,16,25286,4,"WEAK_POSITIVE","IOS"
"207","2020-03-12",3,11,16,4412,5,"STRONG_POSITIVE","IOS"
"208","2020-03-11",3,11,16,6281,5,"STRONG_POSITIVE","IOS"
"209","2020-02-19",2,8,16,34906,5,"STRONG_POSITIVE","IOS"
"210","2020-01-16",1,3,16,267,4,"WEAK_POSITIVE","IOS"
"211","2020-03-21",3,12,16,11285,5,"STRONG_POSITIVE","IOS"
"212","2020-01-21",1,3,16,20422,4,"WEAK_POSITIVE","IOS"
"213","2020-03-17",3,11,16,13053,5,"STRONG_POSITIVE","IOS"
"214","2020-03-13",3,11,16,10025,5,"STRONG_POSITIVE","IOS"
"215","2020-03-19",3,12,16,45606,4,"WEAK_POSITIVE","IOS"
"216","2020-02-26",2,9,16,17527,5,"STRONG_POSITIVE","IOS"
"217","2020-01-14",1,2,16,17399,5,"STRONG_POSITIVE","ANDROID"
"218","2020-01-09",1,2,16,20422,4,"WEAK_POSITIVE","IOS"
"219","2020-02-15",2,7,16,36495,3,"NEUTRAL","ANDROID"
"220","2020-03-18",3,12,16,37244,5,"STRONG_POSITIVE","ANDROID"
"221","2020-02-20",2,8,16,42622,4,"WEAK_POSITIVE","ANDROID"
"222","2020-01-10",1,2,16,12102,5,"STRONG_POSITIVE","IOS"
"223","2020-03-17",3,11,16,11301,5,"STRONG_POSITIVE","IOS"
"224","2020-02-22",2,8,16,2290,4,"WEAK_POSITIVE","IOS"
"225","2020-01-14",1,2,16,36246,3,"NEUTRAL","IOS"
"226","2020-03-13",3,11,16,7052,5,"STRONG_POSITIVE","IOS"
"227","2020-01-05",1,1,16,2656,4,"WEAK_POSITIVE","IOS"
"228","2020-01-17",1,3,16,33860,5,"STRONG_POSITIVE","IOS"
"229","2020-02-10",2,6,16,5712,4,"WEAK_POSITIVE","ANDROID"
"230","2020-01-14",1,2,16,16070,4,"WEAK_POSITIVE","IOS"
"231","2020-02-15",2,7,16,4958,1,"STRONG_NEGATIVE","IOS"
"232","2020-01-11",1,2,16,3836,5,"STRONG_POSITIVE","IOS"
"233","2020-03-22",3,12,16,6014,4,"WEAK_POSITIVE","IOS"
"234","2020-02-02",2,5,16,5831,4,"WEAK_POSITIVE","IOS"
"235","2020-02-07",2,6,16,1290,1,"STRONG_NEGATIVE","IOS"
"236","2020-01-03",1,1,16,925,4,"WEAK_POSITIVE","ANDROID"
"237","2020-01-30",1,5,16,17489,4,"WEAK_POSITIVE","IOS"
"238","2020-01-19",1,3,17,4148,2,"WEAK_NEGATIVE","ANDROID"
"239","2020-04-19",4,16,17,2415,2,"WEAK_NEGATIVE","ANDROID"
"240","2020-02-15",2,7,17,1970,2,"WEAK_NEGATIVE","IOS"
"241","2020-01-21",1,3,17,19750,3,"NEUTRAL","IOS"
"242","2020-05-03",5,18,18,8621,5,"STRONG_POSITIVE","IOS"
"243","2020-03-13",3,11,18,8331,4,"WEAK_POSITIVE","IOS"
"244","2020-03-05",3,10,18,43354,5,"STRONG_POSITIVE","IOS"
"245","2020-05-16",5,20,18,1561,5,"STRONG_POSITIVE","IOS"
"246","2020-03-02",3,9,18,44723,5,"STRONG_POSITIVE","IOS"
"247","2020-04-08",4,15,18,36372,1,"STRONG_NEGATIVE","IOS"
"248","2020-03-06",3,10,18,5729,4,"WEAK_POSITIVE","ANDROID"
"249","2020-04-05",4,14,18,23354,5,"STRONG_POSITIVE","IOS"
"250","2020-04-03",4,14,18,36372,5,"STRONG_POSITIVE","IOS"
"251","2020-05-04",5,18,18,7158,5,"STRONG_POSITIVE","IOS"
"252","2020-05-18",5,20,18,38731,5,"STRONG_POSITIVE","IOS"
"253","2020-04-20",4,16,18,47359,5,"STRONG_POSITIVE","IOS"
"254","2020-03-18",3,12,18,6586,5,"STRONG_POSITIVE","ANDROID"
"255","2020-03-29",3,13,18,8668,4,"WEAK_POSITIVE","IOS"
"256","2020-03-23",3,12,18,917,5,"STRONG_POSITIVE","IOS"
"257","2020-03-26",3,13,18,2887,5,"STRONG_POSITIVE","IOS"
"258","2020-04-01",4,14,18,36372,5,"STRONG_POSITIVE","IOS"
"259","2020-05-24",5,21,18,33059,5,"STRONG_POSITIVE","ANDROID"
"260","2020-05-17",5,20,18,9751,5,"STRONG_POSITIVE","ANDROID"
"261","2020-03-31",3,13,19,7580,5,"STRONG_POSITIVE","IOS"
"262","2020-02-03",2,5,19,18582,5,"STRONG_POSITIVE","ANDROID"
"263","2020-03-01",3,9,19,9784,4,"WEAK_POSITIVE","IOS"
"264","2020-05-01",5,18,19,25891,3,"NEUTRAL","IOS"
"265","2020-05-07",5,19,19,22881,5,"STRONG_POSITIVE","IOS"
"266","2020-02-09",2,6,19,26611,5,"STRONG_POSITIVE","IOS"
"267","2020-02-01",2,5,19,25614,4,"WEAK_POSITIVE","IOS"
"268","2020-05-10",5,19,19,22881,5,"STRONG_POSITIVE","IOS"
"269","2020-02-23",2,8,19,34179,3,"NEUTRAL","IOS"
"270","2020-04-30",4,18,19,7778,5,"STRONG_POSITIVE","ANDROID"
"271","2020-03-31",3,13,19,22881,5,"STRONG_POSITIVE","IOS"
"272","2020-05-26",5,21,19,26915,5,"STRONG_POSITIVE","ANDROID"
"273","2020-04-26",4,17,19,21249,5,"STRONG_POSITIVE","IOS"
"274","2020-04-30",4,18,19,22881,5,"STRONG_POSITIVE","IOS"
"275","2020-02-01",2,5,19,26611,5,"STRONG_POSITIVE","IOS"
"276","2020-04-29",4,18,19,22881,5,"STRONG_POSITIVE","IOS"
"277","2020-04-27",4,17,19,4157,5,"STRONG_POSITIVE","WEB"
"278","2020-04-12",4,15,19,21249,5,"STRONG_POSITIVE","IOS"
"279","2020-05-26",5,21,19,26915,5,"STRONG_POSITIVE","ANDROID"
"280","2020-05-13",5,20,19,7580,5,"STRONG_POSITIVE","IOS"
"281","2020-05-25",5,21,19,38262,5,"STRONG_POSITIVE","IOS"
"282","2020-03-08",3,10,19,8775,5,"STRONG_POSITIVE","ANDROID"
"283","2020-02-09",2,6,19,7580,5,"STRONG_POSITIVE","IOS"
"284","2020-04-26",4,17,19,38262,5,"STRONG_POSITIVE","IOS"
"285","2020-03-15",3,11,19,26611,5,"STRONG_POSITIVE","IOS"
"286","2020-04-16",4,16,19,38262,5,"STRONG_POSITIVE","IOS"
"287","2020-02-24",2,8,19,39014,5,"STRONG_POSITIVE","ANDROID"
"288","2020-04-14",4,15,19,21249,5,"STRONG_POSITIVE","IOS"
"289","2020-04-29",4,18,19,7580,5,"STRONG_POSITIVE","IOS"
"290","2020-01-09",1,2,19,141,4,"WEAK_POSITIVE","WEB"
"291","2020-05-06",5,19,19,4690,5,"STRONG_POSITIVE","IOS"
"292","2020-05-10",5,19,19,38262,5,"STRONG_POSITIVE","IOS"
"293","2020-05-24",5,21,19,7580,5,"STRONG_POSITIVE","IOS"
"294","2020-03-24",3,12,19,38262,5,"STRONG_POSITIVE","IOS"
"295","2020-04-15",4,16,19,7580,5,"STRONG_POSITIVE","IOS"
"296","2020-03-18",3,12,19,4157,5,"STRONG_POSITIVE","ANDROID"
"297","2020-02-16",2,7,19,7580,5,"STRONG_POSITIVE","IOS"
"298","2020-05-17",5,20,21,1442,5,"STRONG_POSITIVE","ANDROID"
"299","2020-01-30",1,5,21,29101,5,"STRONG_POSITIVE","ANDROID"
"300","2020-04-22",4,17,21,16509,5,"STRONG_POSITIVE","IOS"
"301","2020-05-24",5,21,21,24338,5,"STRONG_POSITIVE","IOS"
"302","2020-05-11",5,19,21,48269,5,"STRONG_POSITIVE","IOS"
"303","2020-05-15",5,20,21,6318,5,"STRONG_POSITIVE","IOS"
"304","2020-05-24",5,21,21,1122,5,"STRONG_POSITIVE","IOS"
"305","2020-01-26",1,4,21,37269,5,"STRONG_POSITIVE","IOS"
"306","2020-01-30",1,5,21,29101,5,"STRONG_POSITIVE","ANDROID"
"307","2020-01-25",1,4,21,33998,5,"STRONG_POSITIVE","WEB"
"308","2020-05-16",5,20,21,43559,5,"STRONG_POSITIVE","ANDROID"
"309","2020-02-22",2,8,21,6825,5,"STRONG_POSITIVE","IOS"
"310","2020-03-01",3,9,21,2923,5,"STRONG_POSITIVE","IOS"
"311","2020-02-17",2,7,21,16910,5,"STRONG_POSITIVE","IOS"
"312","2020-02-02",2,5,21,37269,5,"STRONG_POSITIVE","IOS"
"313","2020-04-18",4,16,21,15388,5,"STRONG_POSITIVE","IOS"
"314","2020-01-18",1,3,21,9840,5,"STRONG_POSITIVE","IOS"
"315","2020-05-16",5,20,21,5072,5,"STRONG_POSITIVE","IOS"
"316","2020-03-14",3,11,21,7838,5,"STRONG_POSITIVE","IOS"
"317","2020-02-20",2,8,22,47115,2,"WEAK_NEGATIVE","WEB"
"318","2020-01-20",1,3,22,32406,5,"STRONG_POSITIVE","WEB"
"319","2020-01-19",1,3,22,2782,2,"WEAK_NEGATIVE","IOS"
"320","2020-01-30",1,5,22,32406,5,"STRONG_POSITIVE","WEB"
"321","2020-05-24",5,21,22,11049,2,"WEAK_NEGATIVE","IOS"
"322","2020-02-22",2,8,22,32406,5,"STRONG_POSITIVE","IOS"
"323","2020-02-01",2,5,22,17527,3,"NEUTRAL","IOS"
"324","2020-01-11",1,2,22,32406,5,"STRONG_POSITIVE","WEB"
"325","2020-01-15",1,3,23,696,5,"STRONG_POSITIVE","IOS"
"326","2020-05-15",5,20,23,26126,4,"WEAK_POSITIVE","IOS"
"327","2020-05-23",5,21,23,38292,5,"STRONG_POSITIVE","IOS"
"328","2020-02-10",2,6,23,40510,5,"STRONG_POSITIVE","IOS"
"329","2020-01-06",1,1,23,6375,5,"STRONG_POSITIVE","IOS"
"330","2020-01-17",1,3,23,21739,5,"STRONG_POSITIVE","IOS"
"331","2020-05-08",5,19,23,24406,5,"STRONG_POSITIVE","IOS"
"332","2020-01-21",1,3,23,24406,5,"STRONG_POSITIVE","IOS"
"333","2020-02-25",2,8,23,23757,5,"STRONG_POSITIVE","IOS"
"334","2020-01-29",1,5,23,24406,5,"STRONG_POSITIVE","IOS"
"335","2020-04-29",4,18,23,515,5,"STRONG_POSITIVE","IOS"
"336","2020-03-03",3,9,23,17517,5,"STRONG_POSITIVE","WEB"
"337","2020-02-14",2,7,23,2730,5,"STRONG_POSITIVE","IOS"
"338","2020-03-26",3,13,23,21739,5,"STRONG_POSITIVE","IOS"
"339","2020-02-27",2,9,23,21739,5,"STRONG_POSITIVE","IOS"
"340","2020-02-06",2,6,23,21739,5,"STRONG_POSITIVE","IOS"
"341","2020-03-12",3,11,23,24406,4,"WEAK_POSITIVE","IOS"
"342","2020-01-26",1,4,23,24406,5,"STRONG_POSITIVE","IOS"
"343","2020-05-08",5,19,23,10032,5,"STRONG_POSITIVE","IOS"
"344","2020-01-24",1,4,23,8609,4,"WEAK_POSITIVE","ANDROID"
"345","2020-01-20",1,3,23,8359,5,"STRONG_POSITIVE","ANDROID"
"346","2020-03-24",3,12,23,515,5,"STRONG_POSITIVE","WEB"
"347","2020-03-28",3,13,23,21739,5,"STRONG_POSITIVE","IOS"
"348","2020-05-01",5,18,23,515,5,"STRONG_POSITIVE","IOS"
"349","2020-02-21",2,8,23,6134,5,"STRONG_POSITIVE","ANDROID"
"350","2020-01-12",1,2,23,31444,5,"STRONG_POSITIVE","IOS"
"351","2020-02-04",2,5,23,17517,5,"STRONG_POSITIVE","WEB"
"352","2020-03-01",3,9,23,24406,5,"STRONG_POSITIVE","IOS"
"353","2020-03-26",3,13,23,14044,5,"STRONG_POSITIVE","IOS"
"354","2020-02-25",2,8,23,2889,5,"STRONG_POSITIVE","IOS"
"355","2020-02-19",2,8,23,696,5,"STRONG_POSITIVE","WEB"
"356","2020-03-11",3,11,23,8609,3,"NEUTRAL","ANDROID"
"357","2020-03-31",3,13,23,38292,4,"WEAK_POSITIVE","IOS"
