"","time","time_month","time_week","car","renter","score_numeric","score","source"
"76937","2020-02-11",2,6,7836,45967,5,"STRONG_POSITIVE","IOS"
"76938","2020-02-15",2,7,7836,13233,5,"STRONG_POSITIVE","IOS"
"76939","2020-05-09",5,19,7836,44612,4,"WEAK_POSITIVE","IOS"
"76940","2020-03-04",3,10,7836,14047,5,"STRONG_POSITIVE","IOS"
"76941","2020-01-19",1,3,7836,13887,4,"WEAK_POSITIVE","IOS"
"76942","2020-01-30",1,5,7836,36469,4,"WEAK_POSITIVE","IOS"
"76943","2020-02-07",2,6,7836,13887,4,"WEAK_POSITIVE","IOS"
"76944","2020-02-18",2,7,7836,26829,4,"WEAK_POSITIVE","IOS"
"76945","2020-02-27",2,9,7836,36194,2,"WEAK_NEGATIVE","IOS"
"76946","2020-01-10",1,2,7836,20447,4,"WEAK_POSITIVE","IOS"
"76947","2020-01-11",1,2,7836,17974,4,"WEAK_POSITIVE","IOS"
"76948","2020-01-24",1,4,7836,36469,4,"WEAK_POSITIVE","IOS"
"76949","2020-04-03",4,14,7836,39531,5,"STRONG_POSITIVE","IOS"
"76950","2020-01-18",1,3,7836,36469,4,"WEAK_POSITIVE","IOS"
"76951","2020-03-09",3,10,7836,14047,5,"STRONG_POSITIVE","IOS"
"76952","2020-01-12",1,2,7836,39680,5,"STRONG_POSITIVE","ANDROID"
"76953","2020-04-29",4,18,7836,36179,5,"STRONG_POSITIVE","ANDROID"
"76954","2020-01-01",1,1,7836,20447,5,"STRONG_POSITIVE","IOS"
"76955","2020-01-16",1,3,7836,39680,5,"STRONG_POSITIVE","ANDROID"
"76956","2020-01-03",1,1,7836,43725,4,"WEAK_POSITIVE","ANDROID"
"76957","2020-01-21",1,3,7836,38438,4,"WEAK_POSITIVE","IOS"
"76958","2020-04-09",4,15,7836,28020,1,"STRONG_NEGATIVE","ANDROID"
"76959","2020-01-24",1,4,7836,28384,4,"WEAK_POSITIVE","IOS"
"76960","2020-04-20",4,16,7836,43141,4,"WEAK_POSITIVE","IOS"
"76961","2020-01-22",1,4,7836,36469,4,"WEAK_POSITIVE","IOS"
"76962","2020-01-01",1,1,7836,33455,5,"STRONG_POSITIVE","ANDROID"
"76963","2020-02-12",2,7,7836,13233,4,"WEAK_POSITIVE","IOS"
"76964","2020-01-02",1,1,7836,39680,5,"STRONG_POSITIVE","ANDROID"
"76965","2020-01-31",1,5,7836,39680,5,"STRONG_POSITIVE","ANDROID"
"76966","2020-04-17",4,16,7836,45650,4,"WEAK_POSITIVE","IOS"
"76967","2020-01-29",1,5,7836,13887,4,"WEAK_POSITIVE","IOS"
"76968","2020-03-12",3,11,7836,34801,4,"WEAK_POSITIVE","IOS"
"76969","2020-02-27",2,9,7836,13887,4,"WEAK_POSITIVE","IOS"
"76970","2020-04-25",4,17,7836,43141,4,"WEAK_POSITIVE","IOS"
"76971","2020-01-16",1,3,7836,48316,4,"WEAK_POSITIVE","IOS"
"76972","2020-02-01",2,5,7836,29269,5,"STRONG_POSITIVE","ANDROID"
"76973","2020-03-05",3,10,7836,13887,2,"WEAK_NEGATIVE","IOS"
"76974","2020-02-05",2,6,7836,13887,4,"WEAK_POSITIVE","IOS"
"76975","2020-04-30",4,18,7836,37671,4,"WEAK_POSITIVE","ANDROID"
"76976","2020-01-11",1,2,7836,28384,5,"STRONG_POSITIVE","IOS"
"76977","2020-03-06",3,10,7836,20447,5,"STRONG_POSITIVE","IOS"
"76978","2020-02-09",2,6,7836,11381,5,"STRONG_POSITIVE","IOS"
"76979","2020-01-17",1,3,7836,39680,5,"STRONG_POSITIVE","ANDROID"
"76980","2020-02-19",2,8,7836,13233,5,"STRONG_POSITIVE","IOS"
"76981","2020-02-13",2,7,7836,13887,4,"WEAK_POSITIVE","IOS"
"76982","2020-03-12",3,11,7836,28384,5,"STRONG_POSITIVE","IOS"
"76983","2020-01-05",1,1,7836,39680,5,"STRONG_POSITIVE","ANDROID"
"76984","2020-01-03",1,1,7836,39680,5,"STRONG_POSITIVE","ANDROID"
"76985","2020-03-11",3,11,7836,41175,4,"WEAK_POSITIVE","ANDROID"
"76986","2020-01-28",1,4,7836,13887,4,"WEAK_POSITIVE","IOS"
"76987","2020-03-03",3,9,7836,13887,4,"WEAK_POSITIVE","IOS"
"76988","2020-04-13",4,15,7836,28020,5,"STRONG_POSITIVE","ANDROID"
"76989","2020-02-20",2,8,7836,28533,2,"WEAK_NEGATIVE","ANDROID"
"76990","2020-05-27",5,22,7836,17371,5,"STRONG_POSITIVE","IOS"
"76991","2020-02-04",2,5,7837,45242,5,"STRONG_POSITIVE","IOS"
"76992","2020-03-28",3,13,7838,6248,5,"STRONG_POSITIVE","IOS"
"76993","2020-02-21",2,8,7838,6248,4,"WEAK_POSITIVE","IOS"
"76994","2020-03-08",3,10,7838,47784,5,"STRONG_POSITIVE","IOS"
"76995","2020-01-15",1,3,7839,32806,5,"STRONG_POSITIVE","ANDROID"
"76996","2020-04-10",4,15,7839,36003,4,"WEAK_POSITIVE","ANDROID"
"76997","2020-01-06",1,1,7839,48869,4,"WEAK_POSITIVE","IOS"
"76998","2020-02-16",2,7,7839,45731,4,"WEAK_POSITIVE","ANDROID"
"76999","2020-02-10",2,6,7839,31548,4,"WEAK_POSITIVE","ANDROID"
"77000","2020-05-09",5,19,7839,35760,5,"STRONG_POSITIVE","IOS"
"77001","2020-05-28",5,22,7839,6460,5,"STRONG_POSITIVE","ANDROID"
"77002","2020-05-27",5,22,7839,42778,1,"STRONG_NEGATIVE","ANDROID"
"77003","2020-05-28",5,22,7839,35760,5,"STRONG_POSITIVE","IOS"
"77004","2020-04-15",4,16,7839,11850,5,"STRONG_POSITIVE","IOS"
"77005","2020-04-21",4,16,7839,17150,4,"WEAK_POSITIVE","IOS"
"77006","2020-02-03",2,5,7839,27337,5,"STRONG_POSITIVE","ANDROID"
"77007","2020-05-16",5,20,7839,43892,5,"STRONG_POSITIVE","ANDROID"
"77008","2020-04-25",4,17,7839,6198,5,"STRONG_POSITIVE","ANDROID"
"77009","2020-04-23",4,17,7839,35760,5,"STRONG_POSITIVE","IOS"
"77010","2020-01-12",1,2,7839,31248,4,"WEAK_POSITIVE","IOS"
"77011","2020-01-13",1,2,7839,20130,5,"STRONG_POSITIVE","ANDROID"
"77012","2020-04-15",4,16,7839,338,5,"STRONG_POSITIVE","IOS"
"77013","2020-05-19",5,20,7839,15215,4,"WEAK_POSITIVE","IOS"
"77014","2020-03-05",3,10,7839,15140,4,"WEAK_POSITIVE","IOS"
"77015","2020-05-17",5,20,7839,42788,5,"STRONG_POSITIVE","IOS"
"77016","2020-04-26",4,17,7839,338,5,"STRONG_POSITIVE","IOS"
"77017","2020-05-12",5,19,7839,29014,4,"WEAK_POSITIVE","IOS"
"77018","2020-05-11",5,19,7839,38905,5,"STRONG_POSITIVE","IOS"
"77019","2020-03-19",3,12,7839,13592,5,"STRONG_POSITIVE","IOS"
"77020","2020-01-19",1,3,7839,8226,5,"STRONG_POSITIVE","IOS"
"77021","2020-04-07",4,14,7839,16634,3,"NEUTRAL","ANDROID"
"77022","2020-03-17",3,11,7839,44220,5,"STRONG_POSITIVE","IOS"
"77023","2020-04-25",4,17,7839,35760,5,"STRONG_POSITIVE","IOS"
"77024","2020-03-14",3,11,7839,35641,5,"STRONG_POSITIVE","IOS"
"77025","2020-05-11",5,19,7839,33049,5,"STRONG_POSITIVE","ANDROID"
"77026","2020-03-13",3,11,7839,36003,4,"WEAK_POSITIVE","ANDROID"
"77027","2020-03-16",3,11,7839,35001,5,"STRONG_POSITIVE","IOS"
"77028","2020-04-14",4,15,7839,20130,5,"STRONG_POSITIVE","ANDROID"
"77029","2020-02-15",2,7,7839,36003,4,"WEAK_POSITIVE","ANDROID"
"77030","2020-03-06",3,10,7839,40031,5,"STRONG_POSITIVE","ANDROID"
"77031","2020-02-07",2,6,7839,44730,2,"WEAK_NEGATIVE","ANDROID"
"77032","2020-04-08",4,15,7839,44220,5,"STRONG_POSITIVE","IOS"
"77033","2020-01-19",1,3,7839,29604,5,"STRONG_POSITIVE","ANDROID"
"77034","2020-03-04",3,10,7839,40031,4,"WEAK_POSITIVE","ANDROID"
"77035","2020-04-05",4,14,7839,9660,2,"WEAK_NEGATIVE","ANDROID"
"77036","2020-03-03",3,9,7840,31624,4,"WEAK_POSITIVE","ANDROID"
"77037","2020-03-26",3,13,7840,24840,5,"STRONG_POSITIVE","IOS"
"77038","2020-02-21",2,8,7840,17545,4,"WEAK_POSITIVE","IOS"
"77039","2020-03-31",3,13,7841,20209,5,"STRONG_POSITIVE","IOS"
"77040","2020-02-26",2,9,7841,45581,4,"WEAK_POSITIVE","IOS"
"77041","2020-03-25",3,13,7841,12490,1,"STRONG_NEGATIVE","ANDROID"
"77042","2020-01-02",1,1,7841,17524,5,"STRONG_POSITIVE","ANDROID"
"77043","2020-02-13",2,7,7842,15254,5,"STRONG_POSITIVE","ANDROID"
"77044","2020-02-14",2,7,7842,4553,5,"STRONG_POSITIVE","IOS"
"77045","2020-02-06",2,6,7842,41701,4,"WEAK_POSITIVE","IOS"
"77046","2020-03-10",3,10,7842,42941,5,"STRONG_POSITIVE","IOS"
"77047","2020-03-04",3,10,7842,20898,5,"STRONG_POSITIVE","ANDROID"
"77048","2020-03-24",3,12,7843,26719,4,"WEAK_POSITIVE","ANDROID"
"77049","2020-02-10",2,6,7843,7913,5,"STRONG_POSITIVE","ANDROID"
"77050","2020-03-02",3,9,7843,27692,3,"NEUTRAL","IOS"
"77051","2020-05-19",5,20,7843,32341,5,"STRONG_POSITIVE","ANDROID"
"77052","2020-04-03",4,14,7843,7913,5,"STRONG_POSITIVE","ANDROID"
"77053","2020-01-06",1,1,7843,198,5,"STRONG_POSITIVE","ANDROID"
"77054","2020-01-04",1,1,7843,39609,5,"STRONG_POSITIVE","IOS"
"77055","2020-05-23",5,21,7843,40678,5,"STRONG_POSITIVE","IOS"
"77056","2020-03-15",3,11,7843,5056,4,"WEAK_POSITIVE","IOS"
"77057","2020-01-12",1,2,7843,31686,5,"STRONG_POSITIVE","IOS"
"77058","2020-02-08",2,6,7843,14537,5,"STRONG_POSITIVE","IOS"
"77059","2020-05-01",5,18,7843,32341,5,"STRONG_POSITIVE","ANDROID"
"77060","2020-05-20",5,21,7843,7913,5,"STRONG_POSITIVE","ANDROID"
"77061","2020-02-28",2,9,7843,850,2,"WEAK_NEGATIVE",""
"77062","2020-01-26",1,4,7843,11164,4,"WEAK_POSITIVE","ANDROID"
"77063","2020-05-21",5,21,7843,7913,5,"STRONG_POSITIVE","ANDROID"
"77064","2020-02-02",2,5,7843,27884,5,"STRONG_POSITIVE","ANDROID"
"77065","2020-01-27",1,4,7843,7913,5,"STRONG_POSITIVE","ANDROID"
"77066","2020-04-23",4,17,7843,32341,2,"WEAK_NEGATIVE","ANDROID"
"77067","2020-03-01",3,9,7843,26719,4,"WEAK_POSITIVE","ANDROID"
"77068","2020-05-16",5,20,7843,7913,5,"STRONG_POSITIVE","ANDROID"
"77069","2020-02-18",2,7,7843,5056,4,"WEAK_POSITIVE","IOS"
"77070","2020-03-30",3,13,7843,5056,4,"WEAK_POSITIVE","IOS"
"77071","2020-04-18",4,16,7843,25624,5,"STRONG_POSITIVE","IOS"
"77072","2020-03-19",3,12,7843,26719,4,"WEAK_POSITIVE","ANDROID"
"77073","2020-03-11",3,11,7844,11329,5,"STRONG_POSITIVE","IOS"
"77074","2020-03-08",3,10,7844,16169,5,"STRONG_POSITIVE","IOS"
"77075","2020-03-15",3,11,7844,12029,3,"NEUTRAL","IOS"
"77076","2020-03-07",3,10,7844,14548,5,"STRONG_POSITIVE","IOS"
"77077","2020-05-21",5,21,7844,27922,5,"STRONG_POSITIVE","IOS"
"77078","2020-03-13",3,11,7844,9370,4,"WEAK_POSITIVE","ANDROID"
"77079","2020-03-06",3,10,7844,21697,5,"STRONG_POSITIVE","IOS"
"77080","2020-01-07",1,1,7844,13644,4,"WEAK_POSITIVE","IOS"
"77081","2020-01-30",1,5,7845,37872,4,"WEAK_POSITIVE","ANDROID"
"77082","2020-01-26",1,4,7845,34505,5,"STRONG_POSITIVE","ANDROID"
"77083","2020-01-18",1,3,7845,39823,4,"WEAK_POSITIVE","ANDROID"
"77084","2020-01-23",1,4,7845,24347,4,"WEAK_POSITIVE","IOS"
"77085","2020-01-08",1,2,7845,28759,1,"STRONG_NEGATIVE","IOS"
"77086","2020-01-25",1,4,7845,43397,5,"STRONG_POSITIVE","ANDROID"
"77087","2020-01-12",1,2,7845,30776,5,"STRONG_POSITIVE","ANDROID"
"77088","2020-01-21",1,3,7845,27573,5,"STRONG_POSITIVE","ANDROID"
"77089","2020-01-13",1,2,7845,45758,1,"STRONG_NEGATIVE","ANDROID"
"77090","2020-01-16",1,3,7845,26085,5,"STRONG_POSITIVE","IOS"
"77091","2020-02-27",2,9,7846,29679,5,"STRONG_POSITIVE","IOS"
"77092","2020-03-21",3,12,7846,38283,5,"STRONG_POSITIVE","ANDROID"
"77093","2020-01-03",1,1,7847,19955,5,"STRONG_POSITIVE","IOS"
"77094","2020-04-15",4,16,7848,32146,5,"STRONG_POSITIVE","IOS"
"77095","2020-03-15",3,11,7848,16570,1,"STRONG_NEGATIVE","IOS"
"77096","2020-03-25",3,13,7848,6025,4,"WEAK_POSITIVE","ANDROID"
"77097","2020-03-09",3,10,7848,45794,4,"WEAK_POSITIVE","ANDROID"
"77098","2020-01-06",1,1,7848,25164,5,"STRONG_POSITIVE","IOS"
"77099","2020-01-08",1,2,7848,43740,3,"NEUTRAL","IOS"
"77100","2020-01-10",1,2,7848,9027,5,"STRONG_POSITIVE","IOS"
"77101","2020-01-10",1,2,7848,32238,4,"WEAK_POSITIVE","IOS"
"77102","2020-02-03",2,5,7848,42432,5,"STRONG_POSITIVE","ANDROID"
"77103","2020-02-01",2,5,7848,33343,1,"STRONG_NEGATIVE","WEB"
"77104","2020-01-06",1,1,7848,9027,5,"STRONG_POSITIVE","IOS"
"77105","2020-01-27",1,4,7848,16105,5,"STRONG_POSITIVE","ANDROID"
"77106","2020-02-10",2,6,7848,6070,4,"WEAK_POSITIVE","IOS"
"77107","2020-02-15",2,7,7848,9027,5,"STRONG_POSITIVE","IOS"
"77108","2020-02-15",2,7,7848,27103,4,"WEAK_POSITIVE","IOS"
"77109","2020-03-16",3,11,7848,45794,5,"STRONG_POSITIVE","ANDROID"
"77110","2020-02-08",2,6,7848,22330,2,"WEAK_NEGATIVE","IOS"
"77111","2020-03-23",3,12,7848,46286,5,"STRONG_POSITIVE","ANDROID"
"77112","2020-01-24",1,4,7848,2407,5,"STRONG_POSITIVE","IOS"
"77113","2020-01-22",1,4,7848,2407,4,"WEAK_POSITIVE","IOS"
"77114","2020-03-20",3,12,7848,36870,5,"STRONG_POSITIVE","ANDROID"
"77115","2020-01-28",1,4,7848,9027,5,"STRONG_POSITIVE","IOS"
"77116","2020-04-03",4,14,7848,4774,3,"NEUTRAL","ANDROID"
"77117","2020-01-26",1,4,7848,34917,5,"STRONG_POSITIVE","IOS"
"77118","2020-01-07",1,1,7849,15680,5,"STRONG_POSITIVE","IOS"
"77119","2020-03-12",3,11,7849,38038,5,"STRONG_POSITIVE","IOS"
"77120","2020-02-18",2,7,7849,41187,5,"STRONG_POSITIVE","IOS"
"77121","2020-02-16",2,7,7849,7310,5,"STRONG_POSITIVE","IOS"
"77122","2020-04-25",4,17,7849,14200,5,"STRONG_POSITIVE","WEB"
"77123","2020-01-12",1,2,7849,39243,5,"STRONG_POSITIVE","IOS"
"77124","2020-04-17",4,16,7849,39243,5,"STRONG_POSITIVE","IOS"
"77125","2020-04-30",4,18,7849,12420,5,"STRONG_POSITIVE","IOS"
"77126","2020-02-21",2,8,7849,41187,5,"STRONG_POSITIVE","IOS"
"77127","2020-03-04",3,10,7849,38955,5,"STRONG_POSITIVE","ANDROID"
"77128","2020-02-14",2,7,7849,44465,5,"STRONG_POSITIVE","IOS"
"77129","2020-01-26",1,4,7849,31158,5,"STRONG_POSITIVE","IOS"
"77130","2020-01-29",1,5,7849,31158,5,"STRONG_POSITIVE","IOS"
"77131","2020-01-06",1,1,7849,44051,5,"STRONG_POSITIVE","IOS"
"77132","2020-05-01",5,18,7849,21432,5,"STRONG_POSITIVE","IOS"
"77133","2020-01-20",1,3,7849,15680,5,"STRONG_POSITIVE","IOS"
"77134","2020-02-26",2,9,7849,15680,5,"STRONG_POSITIVE","IOS"
"77135","2020-05-28",5,22,7849,8829,5,"STRONG_POSITIVE","ANDROID"
"77136","2020-05-08",5,19,7849,14200,5,"STRONG_POSITIVE","WEB"
"77137","2020-01-09",1,2,7850,20574,5,"STRONG_POSITIVE","IOS"
"77138","2020-01-24",1,4,7850,41703,5,"STRONG_POSITIVE","IOS"
"77139","2020-03-03",3,9,7850,36516,4,"WEAK_POSITIVE","ANDROID"
"77140","2020-02-17",2,7,7850,35087,5,"STRONG_POSITIVE","IOS"
"77141","2020-01-16",1,3,7850,24250,5,"STRONG_POSITIVE","ANDROID"
"77142","2020-03-31",3,13,7850,29349,5,"STRONG_POSITIVE","IOS"
"77143","2020-01-29",1,5,7850,9906,5,"STRONG_POSITIVE","IOS"
"77144","2020-01-13",1,2,7850,44837,1,"STRONG_NEGATIVE","IOS"
"77145","2020-02-15",2,7,7850,2186,5,"STRONG_POSITIVE","IOS"
"77146","2020-01-28",1,4,7850,5503,5,"STRONG_POSITIVE","IOS"
"77147","2020-01-11",1,2,7850,24032,5,"STRONG_POSITIVE","ANDROID"
"77148","2020-03-08",3,10,7850,32598,3,"NEUTRAL","IOS"
"77149","2020-01-19",1,3,7850,41703,5,"STRONG_POSITIVE","IOS"
"77150","2020-05-31",5,22,7851,10384,5,"STRONG_POSITIVE","ANDROID"
"77151","2020-02-22",2,8,7851,45494,5,"STRONG_POSITIVE","IOS"
"77152","2020-02-09",2,6,7851,31051,4,"WEAK_POSITIVE","IOS"
"77153","2020-02-29",2,9,7851,8849,5,"STRONG_POSITIVE","IOS"
"77154","2020-01-16",1,3,7851,27003,5,"STRONG_POSITIVE","IOS"
"77155","2020-02-09",2,6,7851,6379,5,"STRONG_POSITIVE","IOS"
"77156","2020-01-15",1,3,7851,33033,5,"STRONG_POSITIVE","IOS"
"77157","2020-05-28",5,22,7851,7422,5,"STRONG_POSITIVE","IOS"
"77158","2020-01-19",1,3,7851,18608,5,"STRONG_POSITIVE","IOS"
"77159","2020-02-08",2,6,7851,43985,5,"STRONG_POSITIVE","IOS"
"77160","2020-01-04",1,1,7851,25396,5,"STRONG_POSITIVE","IOS"
"77161","2020-01-25",1,4,7851,33666,5,"STRONG_POSITIVE","IOS"
"77162","2020-01-30",1,5,7851,20717,1,"STRONG_NEGATIVE","IOS"
"77163","2020-01-08",1,2,7851,41319,5,"STRONG_POSITIVE","IOS"
"77164","2020-05-22",5,21,7851,4559,5,"STRONG_POSITIVE","ANDROID"
"77165","2020-02-02",2,5,7851,3392,5,"STRONG_POSITIVE","IOS"
"77166","2020-02-16",2,7,7851,48584,5,"STRONG_POSITIVE","IOS"
"77167","2020-01-21",1,3,7851,13902,5,"STRONG_POSITIVE","IOS"
"77168","2020-01-09",1,2,7851,25396,5,"STRONG_POSITIVE","IOS"
"77169","2020-02-28",2,9,7851,38712,5,"STRONG_POSITIVE","IOS"
"77170","2020-02-27",2,9,7851,45494,5,"STRONG_POSITIVE","IOS"
"77171","2020-03-13",3,11,7851,4559,5,"STRONG_POSITIVE","ANDROID"
"77172","2020-03-04",3,10,7851,24867,5,"STRONG_POSITIVE","IOS"
"77173","2020-04-22",4,17,7851,8522,5,"STRONG_POSITIVE","IOS"
"77174","2020-01-15",1,3,7851,7113,5,"STRONG_POSITIVE","ANDROID"
"77175","2020-05-24",5,21,7851,11632,5,"STRONG_POSITIVE","IOS"
"77176","2020-01-26",1,4,7851,11603,1,"STRONG_NEGATIVE","IOS"
"77177","2020-03-07",3,10,7851,21956,5,"STRONG_POSITIVE","IOS"
"77178","2020-02-21",2,8,7851,39930,4,"WEAK_POSITIVE","IOS"
"77179","2020-02-18",2,7,7851,10606,5,"STRONG_POSITIVE","WEB"
"77180","2020-03-12",3,11,7851,11372,2,"WEAK_NEGATIVE","IOS"
"77181","2020-01-18",1,3,7851,34244,5,"STRONG_POSITIVE","IOS"
"77182","2020-05-24",5,21,7851,27825,5,"STRONG_POSITIVE","IOS"
"77183","2020-01-03",1,1,7851,10606,5,"STRONG_POSITIVE","ANDROID"
"77184","2020-05-22",5,21,7851,19164,2,"WEAK_NEGATIVE","IOS"
"77185","2020-02-02",2,5,7851,48279,5,"STRONG_POSITIVE","ANDROID"
"77186","2020-01-22",1,4,7851,32808,5,"STRONG_POSITIVE","IOS"
"77187","2020-01-23",1,4,7851,32808,5,"STRONG_POSITIVE","IOS"
"77188","2020-01-16",1,3,7851,25396,5,"STRONG_POSITIVE","IOS"
"77189","2020-03-07",3,10,7851,34244,5,"STRONG_POSITIVE","IOS"
"77190","2020-02-19",2,8,7851,4559,5,"STRONG_POSITIVE","ANDROID"
"77191","2020-01-13",1,2,7851,9491,4,"WEAK_POSITIVE","ANDROID"
"77192","2020-03-30",3,13,7852,11382,1,"STRONG_NEGATIVE","ANDROID"
"77193","2020-01-26",1,4,7853,37284,4,"WEAK_POSITIVE","IOS"
"77194","2020-03-02",3,9,7853,15259,4,"WEAK_POSITIVE","ANDROID"
"77195","2020-02-05",2,6,7854,41608,5,"STRONG_POSITIVE","ANDROID"
"77196","2020-03-04",3,10,7854,43922,5,"STRONG_POSITIVE","IOS"
"77197","2020-02-26",2,9,7855,21288,5,"STRONG_POSITIVE","IOS"
"77198","2020-01-17",1,3,7855,36252,5,"STRONG_POSITIVE","IOS"
"77199","2020-03-10",3,10,7855,34302,5,"STRONG_POSITIVE","IOS"
"77200","2020-02-10",2,6,7855,42767,5,"STRONG_POSITIVE","ANDROID"
"77201","2020-05-09",5,19,7855,47093,5,"STRONG_POSITIVE","IOS"
"77202","2020-02-17",2,7,7855,10716,5,"STRONG_POSITIVE","IOS"
"77203","2020-01-21",1,3,7855,26729,5,"STRONG_POSITIVE","IOS"
"77204","2020-02-12",2,7,7855,28221,5,"STRONG_POSITIVE","ANDROID"
"77205","2020-05-17",5,20,7855,6023,5,"STRONG_POSITIVE","IOS"
"77206","2020-02-24",2,8,7855,37472,5,"STRONG_POSITIVE","IOS"
"77207","2020-02-27",2,9,7855,37472,5,"STRONG_POSITIVE","IOS"
"77208","2020-03-11",3,11,7855,496,5,"STRONG_POSITIVE","IOS"
"77209","2020-04-30",4,18,7855,34693,3,"NEUTRAL","IOS"
"77210","2020-01-12",1,2,7855,13426,5,"STRONG_POSITIVE","ANDROID"
"77211","2020-02-16",2,7,7855,40766,5,"STRONG_POSITIVE","ANDROID"
"77212","2020-03-02",3,9,7855,18791,5,"STRONG_POSITIVE","ANDROID"
"77213","2020-03-14",3,11,7855,5691,5,"STRONG_POSITIVE","IOS"
"77214","2020-05-30",5,22,7855,46743,5,"STRONG_POSITIVE","IOS"
"77215","2020-02-22",2,8,7855,37472,5,"STRONG_POSITIVE","IOS"
"77216","2020-01-08",1,2,7855,33619,3,"NEUTRAL","IOS"
"77217","2020-02-18",2,7,7855,37472,5,"STRONG_POSITIVE","IOS"
"77218","2020-05-21",5,21,7855,2732,5,"STRONG_POSITIVE","IOS"
"77219","2020-03-16",3,11,7855,23784,5,"STRONG_POSITIVE","IOS"
"77220","2020-03-14",3,11,7855,36543,5,"STRONG_POSITIVE","ANDROID"
"77221","2020-05-11",5,19,7855,602,5,"STRONG_POSITIVE","ANDROID"
"77222","2020-04-18",4,16,7855,33560,5,"STRONG_POSITIVE","IOS"
"77223","2020-02-09",2,6,7855,24137,5,"STRONG_POSITIVE","IOS"
"77224","2020-05-31",5,22,7855,31551,5,"STRONG_POSITIVE","IOS"
"77225","2020-04-16",4,16,7855,4827,5,"STRONG_POSITIVE","IOS"
"77226","2020-03-15",3,11,7855,43964,5,"STRONG_POSITIVE","IOS"
"77227","2020-03-10",3,10,7855,42767,5,"STRONG_POSITIVE","ANDROID"
"77228","2020-01-28",1,4,7855,9143,5,"STRONG_POSITIVE","ANDROID"
"77229","2020-02-28",2,9,7855,37472,5,"STRONG_POSITIVE","IOS"
"77230","2020-03-08",3,10,7855,602,5,"STRONG_POSITIVE","ANDROID"
"77231","2020-04-10",4,15,7855,4827,5,"STRONG_POSITIVE","IOS"
"77232","2020-05-22",5,21,7855,33560,5,"STRONG_POSITIVE","IOS"
"77233","2020-02-19",2,8,7855,27553,4,"WEAK_POSITIVE","IOS"
"77234","2020-03-10",3,10,7855,37472,5,"STRONG_POSITIVE","IOS"
"77235","2020-01-16",1,3,7855,28221,5,"STRONG_POSITIVE","IOS"
"77236","2020-04-20",4,16,7855,4827,5,"STRONG_POSITIVE","IOS"
"77237","2020-02-29",2,9,7855,8111,3,"NEUTRAL","IOS"
"77238","2020-03-01",3,9,7855,42811,5,"STRONG_POSITIVE","IOS"
"77239","2020-05-05",5,18,7855,10507,4,"WEAK_POSITIVE","ANDROID"
"77240","2020-05-26",5,21,7855,6841,4,"WEAK_POSITIVE","WEB"
"77241","2020-01-12",1,2,7855,21923,5,"STRONG_POSITIVE","IOS"
"77242","2020-03-09",3,10,7855,48635,5,"STRONG_POSITIVE","IOS"
"77243","2020-04-01",4,14,7856,38193,5,"STRONG_POSITIVE","IOS"
"77244","2020-04-03",4,14,7857,29162,4,"WEAK_POSITIVE","ANDROID"
"77245","2020-03-05",3,10,7857,16396,2,"WEAK_NEGATIVE","ANDROID"
"77246","2020-04-28",4,17,7858,35473,4,"WEAK_POSITIVE","IOS"
"77247","2020-03-20",3,12,7858,44831,5,"STRONG_POSITIVE","ANDROID"
"77248","2020-03-18",3,12,7859,27912,4,"WEAK_POSITIVE","IOS"
"77249","2020-01-26",1,4,7860,16102,1,"STRONG_NEGATIVE","IOS"
"77250","2020-03-06",3,10,7860,39074,5,"STRONG_POSITIVE","IOS"
"77251","2020-03-22",3,12,7860,11150,4,"WEAK_POSITIVE","IOS"
"77252","2020-02-21",2,8,7861,36778,1,"STRONG_NEGATIVE","ANDROID"
"77253","2020-03-23",3,12,7861,24891,5,"STRONG_POSITIVE","IOS"
"77254","2020-02-06",2,6,7862,27795,5,"STRONG_POSITIVE","ANDROID"
"77255","2020-03-27",3,13,7862,19388,2,"WEAK_NEGATIVE","ANDROID"
"77256","2020-03-08",3,10,7862,19330,2,"WEAK_NEGATIVE","ANDROID"
"77257","2020-01-15",1,3,7862,20409,5,"STRONG_POSITIVE","IOS"
"77258","2020-04-01",4,14,7863,45702,4,"WEAK_POSITIVE","IOS"
"77259","2020-02-19",2,8,7864,16012,2,"WEAK_NEGATIVE","ANDROID"
"77260","2020-02-16",2,7,7864,27779,2,"WEAK_NEGATIVE","ANDROID"
"77261","2020-01-10",1,2,7864,10792,2,"WEAK_NEGATIVE","IOS"
"77262","2020-03-11",3,11,7865,24168,2,"WEAK_NEGATIVE","ANDROID"
"77263","2020-03-19",3,12,7865,18427,2,"WEAK_NEGATIVE","IOS"
"77264","2020-01-24",1,4,7865,29223,5,"STRONG_POSITIVE","IOS"
"77265","2020-03-27",3,13,7865,20704,2,"WEAK_NEGATIVE","IOS"
"77266","2020-01-01",1,1,7865,29009,4,"WEAK_POSITIVE","IOS"
"77267","2020-02-28",2,9,7866,26153,2,"WEAK_NEGATIVE","ANDROID"
"77268","2020-01-03",1,1,7866,25047,5,"STRONG_POSITIVE","IOS"
"77269","2020-03-01",3,9,7867,46923,5,"STRONG_POSITIVE","ANDROID"
"77270","2020-02-23",2,8,7867,30257,1,"STRONG_NEGATIVE","IOS"
"77271","2020-05-30",5,22,7868,32388,1,"STRONG_NEGATIVE","ANDROID"
