"user","city","gender","age","asset_year","user_status","earnings","first_trip_m","price_hourly"
10334,"San Jose","MALE",NA,2013,"DELISTED",1.92,NA,8
10335,"San Francisco","MALE",36,2012,"DELISTED",1706.218,75,12.34
10336,"San Francisco","MALE",26,2008,"DELISTED",686.642,65,5
10337,"Dublin","MALE",NA,2010,"DELISTED",0,NA,17
10338,"San Francisco","FEMALE",NA,2018,"ONBOARDING",0,NA,7.5
10339,"Chicago","FEMALE",34,2008,"ACTIVE",63,80,8
10340,"Sunnyvale","MALE",NA,2013,"DELISTED",27.6,NA,10
10341,"Chicago","FEMALE",NA,2009,"DELISTED",310.376,76,4.69
10342,"Los Angeles","MALE",NA,2011,"SCHEDULING",0,NA,4.82
10343,"Chicago","FEMALE",NA,2017,"ACTIVE",106.844,65,50
10344,"","MALE",NA,2005,"DELISTED",0,NA,7
10345,"Byfield","FEMALE",NA,2005,"DELISTED",0,NA,8.5
10346,"Chicago","MALE",NA,2010,"DELISTED",0,NA,9
10347,"San Francisco","MALE",35,2014,"DELISTED",32.16,41,8
10348,"South San Francisco","MALE",50,2013,"DELISTED",538.842,67,5.52
10349,"San Francisco","MALE",32,2014,"DELISTED",1097.054,45,14
10350,"Berkeley","MALE",NA,2009,"DELISTED",567.45,NA,15
10351,"Los Angeles","FEMALE",NA,2018,"ACTIVE",521.402,82,9.97
10352,"Sunnyvale","FEMALE",NA,2017,"ACTIVE",404.982,79,6.39
10353,"San Francisco","FEMALE",NA,2009,"LAUNCHING",0,56,5.93
10354,"Portland","FEMALE",NA,2012,"DELISTED",0,NA,12
10355,"Washington","MALE",NA,2017,"SCHEDULING",0,NA,5.99
10356,"Los Angeles","MALE",28,2016,"OFFBOARDING",3253.138,68,30.91
10357,"San Francisco","MALE",26,2014,"DELISTED",92.04,48,13
10358,"Cambridge","MALE",NA,2005,"DELISTED",0,NA,7.5
10359,"","MALE",NA,2008,"DELISTED",0,NA,11
10360,"Jamaica Plain","MALE",NA,2001,"DELISTED",0,NA,6
10361,"San Francisco","MALE",28,2016,"DELISTED",3565.992,54,7.04
10362,"New York","MALE",NA,2011,"DELISTED",0,NA,22
10363,"Chicago","MALE",NA,2011,"ACTIVE",19.988,83,4.69
10364,"San Lorenzo","FEMALE",25,2007,"ACTIVE",0,83,30.99
10365,"San Francisco","FEMALE",NA,2007,"DELISTED",16.56,NA,7
10366,"Crown Point","MALE",32,2008,"DELISTED",0,NA,6
10367,"Chicago","FEMALE",57,2011,"DELISTED",0,47,8
10368,"San Francisco","MALE",NA,2007,"DELISTED",0,NA,8
10369,"Los Angeles","FEMALE",NA,2009,"DELISTED",0,NA,22
10370,"Chicago","MALE",27,2011,"LIMITED",543.422,78,4.86
10371,"Cupertino","MALE",NA,2008,"ONBOARDING",0,NA,7.5
10372,"San Francisco","MALE",32,2017,"OFFBOARDING",0,61,5
10373,"","FEMALE",NA,2003,"DELISTED",9.84,NA,6
10374,"","FEMALE",NA,2004,"DELISTED",0,NA,7.5
10375,"Emeryville","MALE",39,2012,"DELISTED",249.85,50,6.5
10376,"San Francisco","MALE",NA,2006,"ONBOARDING",0,NA,5.82
10377,"New York","MALE",NA,2009,"DELISTED",0,NA,10
10378,"San Francisco","FEMALE",54,2013,"DELISTED",192.96,66,8
10379,"Mountain View","MALE",27,2013,"DELISTED",5.76,NA,12
10380,"San Francisco","MALE",30,2013,"OFFBOARDING",592.38,53,7
10381,"","FEMALE",NA,2008,"DELISTED",0,NA,20
10382,"Santa Clara","MALE",NA,2006,"DELISTED",361.92,NA,8
10383,"Jersey City","MALE",38,2016,"LIMITED",1261.362,66,8.24
10384,"Oakland","MALE",34,2007,"DELISTED",0,NA,9
10385,"","MALE",32,2011,"DELISTED",198.96,NA,3
10386,"Richmond","FEMALE",NA,2011,"DELISTED",18.15,NA,5
10387,"San Francisco","MALE",42,2007,"OFFBOARDING",2758.534,40,13.01
10388,"San Francisco","FEMALE",NA,2016,"DELISTED",189.72,50,17
10389,"San Francisco","FEMALE",NA,2009,"DELISTED",81.12,NA,8
10390,"","MALE",NA,2007,"DELISTED",0,NA,9
10391,"Somerville","MALE",NA,2013,"DELISTED",129.474,70,5.44
10392,"San Francisco","FEMALE",33,2008,"DELISTED",486.69,62,5.93
10393,"Burlingame","FEMALE",NA,2014,"DELISTED",43.2,NA,7.5
10394,"Washington","MALE",37,2010,"DELISTED",1049.424,45,8.5
10395,"Portland","MALE",31,2014,"DELISTED",98.34,42,20
10396,"","MALE",NA,2010,"DELISTED",0,NA,12
10397,"San Francisco","MALE",44,2005,"DELISTED",249.154,NA,5.5
10398,"Chicago","MALE",51,2010,"DELISTED",0,67,13
10399,"San Francisco","FEMALE",29,2016,"SCHEDULING",0,NA,6.16
10400,"Pacifica","MALE",NA,2011,"DELISTED",53.76,NA,7
10401,"Oakland","FEMALE",NA,2005,"DELISTED",10.8,NA,6.5
10402,"Washington","FEMALE",37,2011,"DELISTED",990.18,40,16
10403,"Chicago","FEMALE",28,2009,"OFFBOARDING",166.65,73,4.69
10404,"San Francisco","FEMALE",NA,2011,"DELISTED",15.84,NA,8
10405,"Portland","MALE",NA,2013,"ACTIVE",265.87,80,5.35
10406,"","MALE",NA,2006,"DELISTED",7.2,NA,7.5
10407,"Chicago","MALE",32,2012,"DELISTED",405.45,NA,15
10408,"San Francisco","MALE",40,2006,"DELISTED",107.7,NA,25
10409,"San Francisco","FEMALE",28,2015,"LIMITED",1337.472,72,5.87
10410,"San Francisco","FEMALE",NA,2018,"ONBOARDING",0,NA,7.5
10411,"Upper Darby","MALE",NA,2003,"DELISTED",0,NA,10
10412,"San Francisco","FEMALE",36,2011,"DELISTED",55.44,NA,12
10413,"Covina","MALE",NA,2011,"DELISTED",0,NA,15
10414,"Chicago","MALE",30,2007,"ACTIVE",225.038,81,4.57
10415,"San Francisco","MALE",33,2008,"DELISTED",231,47,10
10416,"Portland","MALE",NA,2015,"DELISTED",2784.63,40,13
10417,"San Francisco","MALE",NA,2014,"DELISTED",208.44,NA,9
10418,"San Francisco","FEMALE",27,2009,"DELISTED",487.996,64,10.35
10419,"Boston","FEMALE",45,2013,"LIMITED",0,58,5.72
10420,"Philadelphia","MALE",43,2013,"ACTIVE",114.684,82,10.26
10421,"San Francisco","MALE",30,2003,"DELISTED",0,NA,10
10422,"Miami","MALE",NA,2015,"SCHEDULING",0,NA,6.36
10423,"Berkeley","FEMALE",28,2013,"ACTIVE",2779.906,67,5.7
10424,"San Francisco","MALE",33,2005,"DELISTED",0,NA,7.5
10425,"San Francisco","MALE",32,2013,"DELISTED",1185.238,58,5.98
10426,"Inglewood","FEMALE",48,2014,"ACTIVE",1319.594,79,4.74
10427,"San Francisco","FEMALE",24,2010,"ACTIVE",155.672,83,7.77
10428,"San Francisco","FEMALE",32,2011,"OFFBOARDING",542.168,45,8.75
10429,"Chicago","MALE",29,2013,"DELISTED",3229.618,56,10.68
10430,"San Francisco","MALE",38,2015,"DELISTED",63.6,NA,8
10431,"Long Island City","MALE",NA,2013,"DELISTED",0,NA,15
10432,"Millbrae","MALE",27,2012,"ACTIVE",477.092,62,4.75
10433,"San Francisco","MALE",36,2014,"LIMITED",1496.64,51,8
10434,"San Francisco","FEMALE",31,2010,"DELISTED",2190.554,NA,7.5
10435,"San Francisco","FEMALE",40,2007,"DELISTED",4651.68,40,23
10436,"San Francisco","MALE",NA,2016,"ACTIVE",888.656,64,11.33
10437,"San Jose","MALE",36,2010,"DELISTED",72,NA,7
10438,"San Francisco","MALE",54,2009,"ACTIVE",832.814,45,5
10439,"South San Francisco","FEMALE",37,2015,"ACTIVE",281.542,75,6.2
10440,"San Francisco","MALE",35,2006,"DELISTED",3103.116,40,13
10441,"Chicago","FEMALE",NA,2017,"ACTIVE",2079.312,70,6.39
10442,"San Francisco","FEMALE",NA,2014,"DELISTED",232.89,53,9
10443,"San Francisco","FEMALE",23,2012,"RESCUING",781.562,60,5.82
10444,"","MALE",31,2013,"DELISTED",107.4,NA,8
10445,"Boston","FEMALE",67,2018,"ACTIVE",58.194,83,6.37
10446,"San Francisco","MALE",50,2007,"ACTIVE",2514.84,63,8
10447,"San Francisco","MALE",NA,2002,"DELISTED",24.48,NA,9
10448,"","FEMALE",NA,2011,"DELISTED",0,NA,9.5
10449,"San Francisco","MALE",33,2013,"DELISTED",2311.05,50,7
10450,"","MALE",NA,2005,"DELISTED",0,NA,25
10451,"Los Angeles","FEMALE",NA,2013,"DELISTED",0,NA,7.5
10452,"Los Angeles","FEMALE",31,2009,"SCHEDULING",0,NA,5.49
10453,"San Francisco","FEMALE",NA,2017,"ACTIVE",0,78,5
10454,"Medford","FEMALE",NA,2015,"ACTIVE",11.502,84,5.04
10455,"Chicago","FEMALE",28,2006,"ACTIVE",48.446,82,4.57
10456,"San Francisco","FEMALE",NA,2007,"DELISTED",25.44,NA,8
10457,"Chicago","MALE",NA,2017,"ACTIVE",215.802,79,7.04
10458,"Alexandria","MALE",41,2011,"SCHEDULING",0,NA,5.65
10459,"San Francisco","MALE",NA,2013,"DELISTED",4.08,45,11
10460,"San Francisco","MALE",32,2006,"DELISTED",243,NA,7
10461,"San Francisco","FEMALE",NA,2001,"DELISTED",1734.18,41,8
10462,"San Francisco","FEMALE",27,2015,"OFFBOARDING",783.496,57,7
10463,"San Francisco","FEMALE",26,2018,"ACTIVE",556.002,80,12.54
10464,"San Francisco","MALE",40,2018,"ACTIVE",739.41,78,9.48
10465,"Los Angeles","FEMALE",29,2018,"ACTIVE",366.728,78,5.57
10466,"San Francisco","FEMALE",47,2012,"DELISTED",204.66,56,9
10467,"Washington","MALE",NA,2006,"DELISTED",429.764,48,6.5
10468,"Berkeley","MALE",36,2005,"DELISTED",326.992,41,6.75
10469,"San Francisco","MALE",31,2005,"DELISTED",383.67,45,7
10470,"San Francisco","MALE",30,2009,"DELISTED",773.428,NA,8
10471,"San Francisco","FEMALE",NA,2018,"ONBOARDING",0,NA,7.5
10472,"San Francisco","FEMALE",NA,2003,"DELISTED",2.88,NA,8
10473,"San Francisco","MALE",31,2005,"DELISTED",3211.35,NA,9
10474,"San Bruno","MALE",NA,2006,"DELISTED",137.804,71,10
10475,"Los Angeles","FEMALE",NA,2013,"LIMITED",1492.458,75,4.82
10476,"San Francisco","MALE",31,2018,"LIMITED",492.884,77,17
10477,"Berkeley","MALE",30,2016,"DELISTED",971.802,66,8.5
10478,"San Francisco","MALE",30,2012,"DELISTED",524.528,49,8.5
10479,"Chicago","MALE",31,2015,"DELISTED",473.55,48,11
10480,"Philadelphia","FEMALE",NA,2017,"ACTIVE",0,78,5
10481,"Seattle","FEMALE",NA,2017,"LIMITED",0,84,7.63
10482,"San Francisco","MALE",41,2013,"ACTIVE",4.32,48,20
10483,"Redwood City","MALE",NA,2001,"DELISTED",127.26,NA,3
10484,"San Francisco","MALE",28,2007,"DELISTED",94.08,50,7
10485,"Irvine","MALE",NA,2013,"DELISTED",0,NA,20
10486,"San Francisco","MALE",28,2015,"DELISTED",370.86,65,13
10487,"Mill Valley","FEMALE",NA,2010,"DELISTED",20.926,NA,7.5
10488,"West Hollywood","MALE",NA,2013,"DELISTED",0,NA,7.5
10489,"Washington","MALE",NA,2013,"OFFBOARDING",1183.266,67,4.76
10490,"Costa Mesa","FEMALE",NA,2009,"DELISTED",214.2,NA,17.5
10491,"San Francisco","MALE",NA,2008,"DELISTED",56.166,78,5.85
10492,"Philadelphia","MALE",32,2010,"ACTIVE",136.908,79,5.43
10493,"San Francisco","FEMALE",NA,2016,"ACTIVE",0,79,5
10494,"San Jose","MALE",NA,2003,"DELISTED",37.08,NA,8
10495,"Brighton","MALE",28,2009,"DELISTED",30.354,69,4.67
10496,"Los Gatos","MALE",30,2013,"DELISTED",0,NA,25
10497,"Los Angeles","FEMALE",NA,2018,"ACTIVE",0,80,8.21
10498,"Portland","MALE",30,2015,"DELISTED",51,74,6.34
10499,"","MALE",NA,2002,"DELISTED",0,NA,9.5
10500,"San Francisco","FEMALE",28,2017,"ACTIVE",2585.068,66,6.95
10501,"Portland","FEMALE",37,2005,"ACTIVE",1634.526,43,6.5
10502,"San Francisco","MALE",29,2015,"RESCUING",489.642,77,8.15
10503,"Oakland","FEMALE",NA,2012,"DELISTED",9.12,45,9.5
10504,"San Francisco","FEMALE",34,2015,"ACTIVE",121.306,82,10
10505,"Boston","MALE",NA,2017,"ACTIVE",720.992,79,16.87
10506,"San Francisco","FEMALE",NA,2015,"ONBOARDING",0,NA,7.5
10507,"Portland","MALE",42,2014,"DELISTED",456.6,NA,7
10508,"Van Nuys","FEMALE",32,2011,"LIMITED",12.224,82,5.34
10509,"San Francisco","MALE",51,2009,"DELISTED",333.796,NA,7
10510,"Weehawken","FEMALE",NA,2004,"DELISTED",0,NA,7
10511,"San Francisco","MALE",NA,2015,"DELISTED",830.318,71,7.32
10512,"Los Angeles","MALE",52,2015,"ACTIVE",601.384,78,7.94
10513,"Los Angeles","FEMALE",NA,2017,"ACTIVE",0,81,5
10514,"San Francisco","FEMALE",30,2013,"ACTIVE",47.52,63,6
10515,"San Francisco","FEMALE",31,2007,"DELISTED",4153.99,45,8.5
10516,"Berkeley","MALE",37,2015,"DELISTED",285.362,57,9.5
10517,"San Francisco","MALE",NA,2013,"DELISTED",324.494,NA,17
10518,"San Jose","FEMALE",NA,2008,"ACTIVE",333.384,80,9.42
10519,"San Francisco","FEMALE",31,2006,"DELISTED",1112.58,56,6
10520,"Portland","FEMALE",32,2005,"DELISTED",0,NA,8
10521,"San Francisco","FEMALE",28,2015,"DELISTED",116.1,69,9
10522,"Playa Vista","FEMALE",36,2015,"ACTIVE",660.05,78,6.37
10523,"Berkeley","FEMALE",NA,2010,"DELISTED",611.04,45,8
10524,"San Francisco","FEMALE",33,2010,"ACTIVE",705.344,73,5.87
10525,"","FEMALE",NA,2013,"DELISTED",0,NA,10
10526,"San Francisco","MALE",33,2009,"ACTIVE",7338.2,46,5.82
10527,"","MALE",NA,2013,"DELISTED",0,NA,8
10528,"","FEMALE",NA,2011,"DELISTED",0,NA,9
10529,"San Francisco","MALE",28,2016,"DELISTED",717.924,72,7.72
10530,"San Francisco","FEMALE",29,2016,"DELISTED",350.786,57,9.5
10531,"","MALE",NA,2011,"DELISTED",0,NA,7.5
10532,"Larkspur","FEMALE",NA,2010,"DELISTED",0,NA,7.5
10533,"Chicago","MALE",42,2016,"ACTIVE",5296.65,59,28
10534,"San Francisco","FEMALE",NA,2018,"ONBOARDING",0,NA,7.5
10535,"Washington","MALE",43,2009,"ACTIVE",2149.984,46,4.42
10536,"San Francisco","MALE",41,2007,"DELISTED",178.35,NA,8.5
10537,"San Francisco","FEMALE",27,2014,"DELISTED",1261.202,59,5.9
10538,"Inglewood","FEMALE",NA,2017,"ACTIVE",52.074,82,8.06
10539,"San Francisco","MALE",28,2014,"DELISTED",71.88,49,10
10540,"Chicago","FEMALE",31,2014,"ACTIVE",606.172,79,4.69
10541,"Miami","FEMALE",NA,2011,"DELISTED",0,NA,24.5
10542,"Oakland","MALE",37,2010,"SCHEDULING",53.64,NA,5.7
10543,"Washington","MALE",NA,2014,"OFFBOARDING",290.038,78,4.72
10544,"Portland","MALE",53,2015,"DELISTED",10.32,48,8
10545,"San Francisco","MALE",36,2007,"DELISTED",66.84,55,10
10546,"San Francisco","MALE",NA,2006,"DELISTED",227.88,NA,6
10547,"San Francisco","FEMALE",NA,2014,"DELISTED",760.898,53,8.5
10548,"Berkeley","MALE",NA,2007,"DELISTED",242.13,56,7
10549,"Washington","MALE",NA,2012,"OFFBOARDING",434.784,64,4.58
10550,"Woodland Hills","FEMALE",NA,2017,"LIMITED",0,79,5
10551,"San Francisco","FEMALE",NA,2015,"ONBOARDING",0,NA,7.5
10552,"Portland","FEMALE",26,2013,"OFFBOARDING",433.578,55,7.5
10553,"Jersey City","MALE",NA,2005,"LIMITED",911.85,66,4.57
10554,"Los Angeles","FEMALE",47,2008,"LIMITED",0,83,5.95
10555,"San Francisco","FEMALE",35,2008,"DELISTED",417.93,NA,10
10556,"Los Angeles","MALE",44,2017,"ACTIVE",90.76,81,9.08
10557,"Sausalito","FEMALE",57,2007,"DELISTED",80.7,NA,10
10558,"Jersey City","MALE",NA,2007,"SCHEDULING",0,NA,5.77
10559,"Hayward","FEMALE",NA,2016,"DELISTED",0,65,5
10560,"San Francisco","MALE",NA,2015,"ACTIVE",5853.33,41,11
10561,"","MALE",NA,2009,"DELISTED",0,NA,7.5
10562,"Seattle","FEMALE",NA,2017,"ACTIVE",0,84,8.19
10563,"San Francisco","MALE",29,2013,"DELISTED",1015.256,53,8.75
10564,"San Francisco","FEMALE",NA,2011,"DELISTED",509.22,NA,9
10565,"Miami Beach","MALE",NA,2013,"DELISTED",0,NA,25
10566,"Denver","FEMALE",40,2008,"ONBOARDING",0,NA,6.36
10567,"New York","MALE",NA,2012,"DELISTED",0,NA,15
10568,"San Francisco","MALE",35,2004,"ACTIVE",6546.902,49,11
10569,"Los Angeles","FEMALE",NA,2018,"ACTIVE",0,80,9.66
10570,"","MALE",NA,2007,"DELISTED",0,NA,8
10571,"","MALE",NA,2009,"DELISTED",0,NA,10
10572,"San Francisco","MALE",39,2016,"OFFBOARDING",146.972,70,8.26
10573,"","MALE",NA,2010,"DELISTED",0,NA,10
10574,"Portland","MALE",NA,2003,"DELISTED",46.08,NA,6
10575,"Chicago","MALE",34,2011,"DELISTED",49.754,51,33
10576,"San Francisco","MALE",27,2014,"DELISTED",3511.354,40,8.5
10577,"Chicago","MALE",33,2002,"DELISTED",0,NA,25
10578,"San Francisco","MALE",34,2012,"ACTIVE",2823.546,47,6.21
10579,"","MALE",NA,2012,"DELISTED",0,NA,12
10580,"Alexandria","MALE",46,2012,"ACTIVE",415.142,56,7
10581,"Santa Monica","FEMALE",30,2012,"ACTIVE",216.558,80,4.74
10582,"San Francisco","MALE",NA,1998,"DELISTED",42.75,NA,15
10583,"Denver","FEMALE",NA,2007,"DELISTED",0,NA,10
10584,"Boston","FEMALE",40,2018,"ACTIVE",808.92,77,7.5
10585,"San Francisco","FEMALE",31,2009,"DELISTED",749.7,49,16
10586,"Philadelphia","FEMALE",NA,2018,"LIMITED",0,76,5
10587,"Chicago","FEMALE",NA,2006,"DELISTED",58.65,46,8.5
10588,"Berkeley","MALE",33,2006,"LIMITED",6742.922,40,5.65
10589,"Oakland","FEMALE",31,2015,"DELISTED",101.4,62,10
10590,"Oakland","FEMALE",38,2007,"DELISTED",522.69,41,7
10591,"San Francisco","FEMALE",NA,2018,"ONBOARDING",0,NA,7.5
10592,"Los Angeles","MALE",36,2018,"ACTIVE",921.964,74,5.33
10593,"Chicago","MALE",25,2007,"SCHEDULING",0,NA,4.69
10594,"San Francisco","MALE",34,2016,"LIMITED",6119.07,51,22
10595,"Los Angeles","MALE",NA,2016,"ACTIVE",55.302,79,6.07
10596,"Oakland","FEMALE",32,2008,"DELISTED",584.116,48,5.86
10597,"San Francisco","FEMALE",41,2009,"OFFBOARDING",1178.07,49,6.9
10598,"San Francisco","MALE",38,2013,"DELISTED",2590.978,50,6.35
10599,"San Francisco","MALE",NA,2004,"DELISTED",16.2,NA,9
10600,"Chicago","MALE",30,2010,"DELISTED",8416.588,51,8.5
10601,"Emeryville","FEMALE",34,2011,"DELISTED",1249.766,44,7.75
10602,"Oakland","FEMALE",NA,2007,"DELISTED",9.84,NA,16.5
10603,"Philadelphia","FEMALE",44,2008,"ACTIVE",0,83,5.66
10604,"San Francisco","MALE",34,2013,"DELISTED",48.6,NA,25
10605,"Mchenry","FEMALE",32,2010,"DELISTED",0,NA,24
10606,"Fort Lauderdale","MALE",NA,2005,"DELISTED",0,NA,8
10607,"Portland","MALE",38,2010,"DELISTED",312.206,75,5.43
10608,"South San Francisco","MALE",37,2014,"ACTIVE",125.4,50,25
10609,"San Francisco","FEMALE",30,2012,"DELISTED",196.664,NA,8
10610,"Seattle","MALE",NA,2005,"OFFBOARDING",204.486,74,6.19
10611,"Oakland","MALE",32,2013,"DELISTED",164.07,52,12
10612,"Jersey City","FEMALE",NA,2015,"ACTIVE",380.566,83,14.45
10613,"Weehawken","FEMALE",28,2015,"ACTIVE",141.28,79,15.46
10614,"Chicago","FEMALE",46,2015,"ACTIVE",1191.086,66,7.67
10615,"Cambridge","MALE",NA,2009,"RESCUING",741.586,74,4.49
10616,"","FEMALE",NA,2003,"DELISTED",0,NA,6
10617,"San Francisco","FEMALE",42,2016,"ACTIVE",37.95,82,11
10618,"Oakland","MALE",37,2013,"RESCUING",4623.056,41,5.7
10619,"Portland","FEMALE",NA,2006,"DELISTED",0,NA,8
10620,"San Francisco","FEMALE",45,2015,"ACTIVE",0,58,6.54
10621,"Playa Vista","FEMALE",NA,2017,"ACTIVE",102.72,75,6.32
10622,"Somerville","MALE",27,2013,"ACTIVE",8.332,79,14.23
10623,"Inglewood","FEMALE",NA,2012,"ACTIVE",11.412,83,5.72
10624,"Chicago","FEMALE",26,2017,"LIMITED",43.826,84,9.14
10625,"San Francisco","MALE",30,2015,"DELISTED",71.55,61,15
10626,"Jersey City","FEMALE",30,2018,"ACTIVE",499.242,73,11.84
10627,"Washington","MALE",NA,2008,"DELISTED",372.27,43,5
10628,"Oakland","MALE",28,2017,"ACTIVE",728.286,78,8.55
10629,"Los Angeles","MALE",29,2016,"DELISTED",551.946,79,5.72
10630,"San Francisco","FEMALE",NA,2018,"ONBOARDING",0,NA,7.5
10631,"San Francisco","MALE",NA,2002,"DELISTED",309.84,NA,4
10632,"Los Angeles","FEMALE",NA,2018,"ACTIVE",292.71,82,8.06
10633,"Portland","MALE",32,2013,"DELISTED",33,60,25
10634,"San Francisco","MALE",48,2013,"DELISTED",42.6,49,11
10635,"San Francisco","MALE",NA,2013,"DELISTED",0,NA,25
10636,"San Francisco","MALE",32,2014,"DELISTED",54.6,NA,13
10637,"Portland","MALE",NA,2005,"DELISTED",183.42,NA,6
10638,"San Francisco","FEMALE",NA,2018,"ONBOARDING",0,NA,7.5
10639,"Chicago","FEMALE",38,2017,"ACTIVE",399.52,76,6.02
10640,"San Francisco","FEMALE",27,2017,"LIMITED",248.43,72,16.59
10641,"Los Angeles","MALE",NA,2018,"ACTIVE",0,84,9.66
10642,"San Francisco","MALE",34,2015,"DELISTED",1681.614,63,7.66
10643,"San Francisco","MALE",35,2006,"LIMITED",1329.522,68,5.87
10644,"Chicago","FEMALE",44,2015,"ACTIVE",267.314,80,8.29
10645,"","MALE",NA,1995,"DELISTED",0,NA,8
10646,"Chicago","FEMALE",22,2013,"OFFBOARDING",2015.766,69,4.57
10647,"Chicago","MALE",NA,2015,"DELISTED",538.8,55,8
10648,"San Diego","FEMALE",NA,2015,"ACTIVE",0,84,5
10649,"Cambridge","MALE",34,2012,"DELISTED",851.106,66,4.57
10650,"San Diego","MALE",NA,2013,"DELISTED",0,NA,19
10651,"San Francisco","MALE",22,2013,"ACTIVE",2084.674,69,5.87
10652,"","MALE",NA,1998,"DELISTED",0,NA,7.5
10653,"San Francisco","FEMALE",37,2008,"DELISTED",109.92,46,9
10654,"San Francisco","MALE",29,2017,"ACTIVE",364.99,65,10
10655,"San Francisco","FEMALE",30,2013,"LIMITED",75.976,69,9.5
10656,"San Francisco","MALE",30,2014,"DELISTED",2260.8,46,50
10657,"North Hollywood","FEMALE",NA,2018,"ACTIVE",0,83,5
10658,"San Francisco","FEMALE",47,2013,"OFFBOARDING",4065.358,42,7
10659,"San Francisco","MALE",24,2007,"DELISTED",38.714,52,6.5
10660,"Jersey City","FEMALE",37,2007,"ACTIVE",507.05,76,8.65
10661,"Washington","FEMALE",46,2011,"ACTIVE",4593.586,43,5
10662,"Portland","MALE",44,2016,"DELISTED",25.5,76,9.5
10663,"San Francisco","MALE",26,2003,"DELISTED",55.2,NA,25
10664,"Portland","MALE",41,2010,"DELISTED",90.012,44,8.5
10665,"Emeryville","FEMALE",27,2015,"DELISTED",199.13,58,7.5
10666,"San Francisco","FEMALE",32,2007,"DELISTED",1244.812,45,7.5
10667,"San Francisco","MALE",39,2014,"DELISTED",267.48,48,12
10668,"Hackensack","FEMALE",36,2014,"ACTIVE",0,84,5.91
10669,"Oakland","FEMALE",39,2008,"ACTIVE",1695.198,43,8
10670,"San Francisco","MALE",39,2015,"DELISTED",994.486,62,5.5
10671,"Chicago","FEMALE",26,2011,"ACTIVE",769.278,69,4.57
10672,"San Francisco","FEMALE",NA,2006,"DELISTED",54.75,NA,11
10673,"","MALE",NA,2011,"DELISTED",0,NA,3
10674,"Campbell","MALE",35,2002,"DELISTED",0,NA,5
10675,"San Francisco","MALE",35,2015,"LIMITED",524.156,78,8.36
10676,"Berkeley","MALE",33,2011,"DELISTED",1050,45,8
10677,"Dorchester","FEMALE",NA,2013,"DELISTED",79.126,76,4.66
10678,"Oakland","MALE",NA,2004,"DELISTED",11.76,NA,8
10679,"San Francisco","FEMALE",NA,2017,"SCHEDULING",0,NA,7.5
10680,"San Francisco","MALE",27,2014,"OFFBOARDING",28.2,40,14
10681,"Washington","MALE",27,2013,"DELISTED",118.8,49,9
10682,"San Francisco","FEMALE",33,2016,"OFFBOARDING",1427.694,72,5.87
10683,"San Francisco","MALE",NA,2012,"DELISTED",18.48,NA,14
10684,"Seattle","FEMALE",NA,2018,"ACTIVE",296.038,80,4.89
10685,"Cambridge","FEMALE",53,2016,"ACTIVE",279.08,65,7.79
10686,"San Francisco","MALE",38,2013,"ACTIVE",1349.324,58,9.5
10687,"San Francisco","FEMALE",NA,2016,"ACTIVE",0,77,5
10688,"Los Angeles","MALE",NA,2010,"DELISTED",0,NA,10
10689,"San Francisco","MALE",39,2010,"DELISTED",258.72,50,7
10690,"San Francisco","MALE",44,2015,"LIMITED",1136.28,42,16
10691,"Portland","FEMALE",NA,2010,"ACTIVE",96.736,82,4.65
10692,"Oakland","FEMALE",NA,2015,"LIMITED",0,71,5
10693,"San Francisco","MALE",NA,2012,"DELISTED",17.28,57,60
10694,"Emeryville","MALE",34,2015,"DELISTED",209.37,42,9.5
10695,"Chicago","FEMALE",30,2012,"ACTIVE",1421.506,74,4.69
10696,"Chicago","FEMALE",27,2013,"DELISTED",236.524,80,9.25
10697,"Morristown","MALE",NA,2012,"DELISTED",0,NA,8
10698,"Alexandria","FEMALE",34,2018,"LIMITED",51.682,81,5.49
10699,"Portland","FEMALE",41,2014,"RESCUING",66.196,78,5.37
10700,"Portland","FEMALE",48,2012,"DELISTED",0,NA,9
10701,"Santa Clara","MALE",NA,2012,"SCHEDULING",0,NA,6.94
10702,"Daly City","FEMALE",NA,2016,"ACTIVE",80.074,80,5.89
10703,"Broomfield","MALE",NA,2013,"DELISTED",0,NA,13
10704,"Philadelphia","FEMALE",NA,2014,"ACTIVE",0,84,18.99
10705,"Santa Monica","FEMALE",NA,2016,"DELISTED",1440.01,77,9.01
10706,"Haledon","FEMALE",NA,1995,"DELISTED",0,NA,8
10707,"Chicago","MALE",NA,2015,"DELISTED",715.418,78,11
10708,"Emeryville","FEMALE",44,2011,"DELISTED",246.57,NA,7
10709,"Mountain View","FEMALE",NA,2014,"DELISTED",0,NA,13
10710,"San Francisco","MALE",NA,2012,"DELISTED",0,NA,18
10711,"San Francisco","MALE",35,2013,"ACTIVE",170.654,82,8.59
10712,"Berkeley","FEMALE",NA,2011,"DELISTED",56.4,NA,8
10713,"San Diego","FEMALE",NA,2015,"ACTIVE",0,82,5
10714,"San Francisco","MALE",NA,2009,"DELISTED",23.1,NA,7
10715,"Hoboken","FEMALE",28,2011,"ACTIVE",374.148,79,6.28
10716,"Millbrae","MALE",27,2012,"OFFBOARDING",138.348,67,5.5
10717,"Los Angeles","FEMALE",NA,2016,"ACTIVE",109.394,82,8.11
10718,"San Francisco","FEMALE",NA,2018,"ONBOARDING",0,NA,7.5
