"user","city","gender","age","asset_year","user_status","earnings","first_trip_m","price_hourly"
3914,"Chicago","MALE",45,2015,"DELISTED",960.64,63,22
3915,"Emeryville","FEMALE",NA,2014,"DELISTED",344.34,40,15
3916,"San Francisco","MALE",37,2004,"DELISTED",441.542,41,6.5
3917,"Oakland","FEMALE",39,2009,"DELISTED",127.08,NA,8
3918,"","MALE",32,2008,"DELISTED",0,NA,8
3919,"San Francisco","MALE",NA,2013,"DELISTED",61.56,NA,3
3920,"","MALE",NA,2010,"DELISTED",0,NA,7.5
3921,"Long Beach","MALE",32,2007,"DELISTED",0,NA,12
3922,"Beverly","MALE",NA,2010,"DELISTED",0,NA,8
3923,"San Francisco","FEMALE",25,2011,"ACTIVE",3.026,81,5.87
3924,"San Francisco","FEMALE",45,2016,"ACTIVE",0,58,6.39
3925,"Emeryville","MALE",44,2015,"DELISTED",627.99,40,12
3926,"Palo Alto","MALE",55,2012,"DELISTED",52.2,NA,10
3927,"Los Angeles","MALE",26,2012,"ACTIVE",21.02,82,6.94
3928,"San Francisco","MALE",NA,2005,"DELISTED",94.95,NA,17
3929,"San Francisco","FEMALE",27,2012,"LIMITED",183.148,79,13
3930,"San Francisco","MALE",52,2003,"DELISTED",456.12,NA,9
3931,"San Francisco","MALE",NA,2013,"DELISTED",125.55,71,5.92
3932,"Boston","MALE",30,2013,"DELISTED",452.002,71,5.34
3933,"Millbrae","MALE",27,2014,"LAUNCHING",13.2,65,4.68
3934,"San Francisco","FEMALE",NA,2018,"ONBOARDING",0,NA,7.5
3935,"","MALE",NA,2005,"DELISTED",0,NA,15
3936,"San Francisco","MALE",NA,2001,"DELISTED",306.768,NA,8.5
3937,"Cambridge","MALE",44,2009,"DELISTED",268.448,63,5.21
3938,"Berkeley","MALE",33,2014,"ACTIVE",382.85,80,10.13
3939,"Glendora","MALE",NA,2008,"DELISTED",0,NA,25
3940,"San Francisco","MALE",33,2007,"RESCUING",1947.852,71,7.16
3941,"Chicago","MALE",35,2015,"DELISTED",618.03,44,18
3942,"Hoboken","FEMALE",47,2013,"ACTIVE",524.602,77,6.17
3943,"San Francisco","MALE",30,2013,"ACTIVE",2306.794,72,7.18
3944,"Boston","FEMALE",NA,2018,"LAUNCHING",0,NA,7.5
3945,"San Francisco","MALE",55,2014,"DELISTED",335.772,41,8
3946,"Seattle","FEMALE",28,2016,"ACTIVE",447.784,78,4.71
3947,"San Francisco","MALE",40,2015,"RESCUING",396.518,46,8.5
3948,"Mission Viejo","MALE",NA,2011,"DELISTED",0,NA,7
3949,"South San Francisco","MALE",NA,2013,"ACTIVE",68.454,81,8.62
3950,"Chicago","MALE",31,2012,"DELISTED",1381.08,48,7
3951,"Menlo Park","FEMALE",51,2008,"ACTIVE",325.312,78,5.03
3952,"","MALE",NA,2011,"DELISTED",0,NA,7.5
3953,"Los Angeles","MALE",45,2011,"DELISTED",0,NA,8
3954,"Chicago","FEMALE",33,2013,"DELISTED",1408.764,45,7.5
3955,"San Francisco","FEMALE",NA,2018,"ONBOARDING",0,NA,7.5
3956,"Los Angeles","MALE",26,2018,"ACTIVE",929.84,79,10.33
3957,"Alexandria","MALE",53,2015,"ACTIVE",271.036,79,5.68
3958,"","MALE",NA,2007,"DELISTED",0,NA,6
3959,"","FEMALE",NA,2011,"DELISTED",0,NA,15
3960,"Los Angeles","MALE",36,2018,"ACTIVE",695.49,74,4.91
3961,"Miami","MALE",NA,2013,"LIMITED",313.1,83,10.96
3962,"","FEMALE",NA,2008,"DELISTED",0,NA,10
3963,"","MALE",NA,2013,"DELISTED",12.36,NA,7
3964,"Chicago","MALE",25,2007,"DELISTED",912.588,54,3.55
3965,"Washington","MALE",35,2011,"ACTIVE",1492.506,77,4.48
3966,"Los Angeles","FEMALE",NA,2014,"SCHEDULING",0,NA,6.13
3967,"Brooklyn","FEMALE",NA,2014,"DELISTED",0,NA,10
3968,"Boston","FEMALE",34,2010,"DELISTED",1647.518,68,5.16
3969,"Philadelphia","FEMALE",NA,2016,"LIMITED",0,78,5
3970,"Los Angeles","MALE",26,2018,"ACTIVE",0,83,8.97
3971,"San Francisco","MALE",NA,2010,"DELISTED",1920.3,48,10
3972,"San Francisco","FEMALE",NA,2012,"DELISTED",105.18,42,14
3973,"San Francisco","MALE",40,2008,"DELISTED",64.256,50,8.5
3974,"San Francisco","MALE",45,2014,"ACTIVE",1421.522,71,5.87
3975,"Portland","FEMALE",NA,2007,"DELISTED",1151.896,NA,6.5
3976,"Millbrae","MALE",27,2016,"ACTIVE",309.994,72,5.49
3977,"Portland","FEMALE",NA,2007,"DELISTED",0,NA,7.5
3978,"Miami","FEMALE",NA,2018,"SCHEDULING",0,NA,8.24
3979,"Chicago","FEMALE",34,2014,"RESCUING",468.418,66,6.5
3980,"Chicago","FEMALE",38,2016,"ACTIVE",2089.302,62,5.24
3981,"San Francisco","MALE",25,2018,"DELISTED",54.014,78,9.95
3982,"Jamaica Plain","FEMALE",45,2014,"ACTIVE",2639.656,68,4.81
3983,"San Francisco","MALE",33,2011,"DELISTED",2028.51,42,7
3984,"San Francisco","MALE",NA,2013,"DELISTED",8.37,NA,9
3985,"San Francisco","FEMALE",33,2008,"ACTIVE",797.712,71,10.77
3986,"Burlingame","FEMALE",NA,2016,"LIMITED",0,79,5
3987,"San Francisco","MALE",NA,2010,"DELISTED",1166.896,48,7
3988,"Los Angeles","FEMALE",NA,2016,"ACTIVE",42.538,84,6.32
3989,"Chicago","MALE",24,2015,"OFFBOARDING",401.624,50,8.5
3990,"Secaucus","MALE",NA,2007,"DELISTED",0,NA,15
3991,"Emeryville","FEMALE",NA,2017,"DELISTED",583.502,76,8.45
3992,"San Francisco","FEMALE",40,2013,"ACTIVE",7.68,58,10
3993,"Los Angeles","MALE",NA,2015,"SCHEDULING",0,NA,6.51
3994,"Seattle","FEMALE",NA,2018,"ACTIVE",46.526,80,7.89
3995,"Santa Monica","MALE",34,2016,"ACTIVE",273.432,77,6.04
3996,"San Francisco","FEMALE",32,2014,"LIMITED",1985.512,71,8.06
3997,"San Francisco","MALE",29,2015,"DELISTED",3206.774,47,11
3998,"Portland","MALE",NA,2016,"ACTIVE",419.762,76,8.41
3999,"","MALE",NA,2011,"DELISTED",0,NA,8
4000,"Los Angeles","FEMALE",32,2018,"RESCUING",110.016,75,6.64
4001,"San Francisco","MALE",NA,1995,"DELISTED",48,NA,25
4002,"San Francisco","MALE",28,2016,"DELISTED",2471.94,55,12
4003,"San Francisco","MALE",44,2015,"DELISTED",596.25,44,25
4004,"San Francisco","MALE",33,2011,"DELISTED",2123.93,56,11
4005,"Portland","FEMALE",NA,2004,"DELISTED",213,NA,8
4006,"Cambridge","MALE",57,2007,"ACTIVE",331.162,82,4.42
4007,"Mountain View","MALE",NA,2011,"DELISTED",76.92,NA,4
4008,"Washington","FEMALE",46,2009,"ACTIVE",488.332,71,4.48
4009,"Palo Alto","MALE",34,2003,"DELISTED",277.92,NA,18
4010,"San Francisco","MALE",30,2013,"DELISTED",1542.294,46,8.5
4011,"San Mateo","FEMALE",NA,2018,"ACTIVE",0,78,5
4012,"San Francisco","FEMALE",27,2014,"DELISTED",304.77,73,9.63
4013,"Miami","FEMALE",NA,2017,"ACTIVE",253.18,80,6.65
4014,"San Francisco","MALE",29,2014,"DELISTED",9614.226,45,10
4015,"San Francisco","FEMALE",30,2015,"DELISTED",1426.124,47,9
4016,"San Francisco","MALE",30,2017,"DELISTED",27,68,9
4017,"Arlington","FEMALE",28,2013,"ACTIVE",5.28,76,8
4018,"Chicago","MALE",31,2014,"LIMITED",1144.872,57,5.1
4019,"San Francisco","MALE",28,2016,"DELISTED",230.628,66,9.5
4020,"San Francisco","MALE",NA,2010,"DELISTED",0.84,NA,7
4021,"","MALE",NA,2009,"DELISTED",0,NA,15
4022,"Washington","MALE",NA,2013,"ACTIVE",1507.196,71,4.94
4023,"Chicago","FEMALE",NA,2014,"ACTIVE",11.26,84,14.03
4024,"Palo Alto","FEMALE",NA,2013,"DELISTED",0,NA,9
4025,"Chicago","MALE",NA,2015,"DELISTED",17.52,48,8
4026,"Washington","MALE",40,2012,"OFFBOARDING",1730.762,54,9
4027,"San Francisco","MALE",29,2006,"DELISTED",6,NA,10
4028,"Los Angeles","MALE",26,2018,"ACTIVE",251.312,82,9.95
4029,"Studio City","MALE",NA,2000,"DELISTED",0,NA,8.5
4030,"Berkeley","MALE",24,2016,"OFFBOARDING",353.392,68,6.24
4031,"San Francisco","MALE",40,2008,"DELISTED",11.25,42,7.75
4032,"Los Angeles","MALE",21,2016,"LIMITED",0,81,7.21
4033,"Chicago","FEMALE",32,2009,"DELISTED",421.958,45,7.5
4034,"Silver Spring","FEMALE",32,2012,"DELISTED",6,44,8
4035,"San Francisco","MALE",29,2013,"DELISTED",12.3,NA,10
4036,"Chicago","FEMALE",28,2014,"ACTIVE",160.682,81,7.09
4037,"San Francisco","FEMALE",34,2011,"DELISTED",0,NA,8
4038,"Chicago","MALE",NA,2015,"DELISTED",407.808,69,5.77
4039,"Portland","MALE",NA,1999,"DELISTED",0,NA,9
4040,"Chicago","MALE",28,2015,"OFFBOARDING",1594.748,45,7.75
4041,"San Francisco","MALE",38,2013,"DELISTED",1033.2,42,14
4042,"Jamaica","FEMALE",42,2005,"DELISTED",0,NA,17
4043,"San Francisco","MALE",35,1998,"DELISTED",16.5,NA,25
4044,"Washington","FEMALE",46,2012,"DELISTED",553.77,48,9
4045,"Boston","FEMALE",NA,2005,"DELISTED",828.734,66,5.32
4046,"Portland","FEMALE",50,2007,"ACTIVE",2143.532,45,4.65
4047,"Washington","MALE",36,2012,"ACTIVE",1315.284,65,4.42
4048,"El Cerrito","FEMALE",NA,2012,"DELISTED",380.64,50,8
4049,"Boston","FEMALE",29,2015,"ACTIVE",170.124,83,7.78
4050,"San Francisco","FEMALE",NA,2007,"DELISTED",2.88,NA,12
4051,"Cambridge","MALE",NA,2012,"LIMITED",75.718,83,4.87
4052,"San Francisco","MALE",53,1995,"DELISTED",1084.8,NA,8
4053,"Portland","FEMALE",NA,2004,"DELISTED",99.902,NA,6.5
4054,"Panorama City","MALE",NA,2009,"DELISTED",0,NA,18
4055,"Washington","FEMALE",NA,2009,"OFFBOARDING",700.64,66,6.5
4056,"Chicago","MALE",39,2014,"DELISTED",509.52,65,8
4057,"San Francisco","FEMALE",34,2012,"OFFBOARDING",93.12,52,8
4058,"Cambridge","FEMALE",NA,2011,"LIMITED",132.572,82,7.87
4059,"San Francisco","FEMALE",28,2008,"DELISTED",122.906,NA,8.5
4060,"San Francisco","MALE",31,2013,"DELISTED",174.3,NA,10
4061,"Oakland","FEMALE",34,2008,"DELISTED",459.802,41,8.75
4062,"San Francisco","FEMALE",50,2011,"DELISTED",1114.86,42,8
4063,"San Francisco","MALE",39,2007,"DELISTED",779.236,42,8
4064,"San Francisco","FEMALE",NA,2016,"ONBOARDING",0,NA,7.5
4065,"San Francisco","MALE",NA,2006,"DELISTED",55.44,NA,11
4066,"Portland","MALE",39,2000,"DELISTED",10.53,44,6.5
4067,"Boston","MALE",NA,2012,"DELISTED",2479.444,66,4.55
4068,"San Francisco","FEMALE",NA,2011,"ONBOARDING",0,NA,7.46
4069,"San Francisco","MALE",35,2011,"DELISTED",58.02,NA,9.5
4070,"Los Angeles","MALE",NA,2014,"ACTIVE",174.978,77,17.87
4071,"Melrose Park","MALE",NA,2011,"DELISTED",110.88,NA,22
4072,"San Francisco","FEMALE",33,2012,"DELISTED",218.47,63,7.5
4073,"San Francisco","MALE",35,2014,"OFFBOARDING",93.376,42,7.75
4074,"Jersey City","MALE",29,2018,"ACTIVE",2117.526,76,12.39
4075,"Santa Monica","FEMALE",NA,2016,"ACTIVE",0,77,5
4076,"San Francisco","MALE",37,2013,"LIMITED",797.24,53,8.5
4077,"San Francisco","FEMALE",32,2017,"DELISTED",145.44,65,12
4078,"San Francisco","MALE",36,2012,"LIMITED",465.364,79,7.43
4079,"San Francisco","FEMALE",NA,2015,"DELISTED",214.396,81,5.87
4080,"San Francisco","FEMALE",53,2015,"ACTIVE",1165.846,47,8
4081,"Fremont","MALE",28,2013,"DELISTED",40.8,NA,15
4082,"San Francisco","FEMALE",NA,2015,"LIMITED",0,79,5
4083,"Hoboken","MALE",29,2013,"OFFBOARDING",457.97,67,6.33
4084,"San Francisco","MALE",NA,2005,"DELISTED",74.25,NA,7.5
4085,"Washington","FEMALE",51,2015,"LIMITED",1.622,79,6.34
4086,"Jersey City","FEMALE",NA,2018,"ACTIVE",0,82,13.46
4087,"Portland","MALE",NA,2008,"ACTIVE",251.836,73,4.65
4088,"Chicago","MALE",56,2007,"SCHEDULING",0,NA,4.57
4089,"Portland","FEMALE",NA,2004,"DELISTED",0,NA,8
4090,"Alameda","FEMALE",NA,2010,"ACTIVE",22.33,82,5.53
4091,"San Francisco","FEMALE",37,2014,"DELISTED",22.05,66,15
4092,"San Francisco","MALE",53,2005,"SCHEDULING",0,NA,7.5
4093,"","MALE",NA,2007,"DELISTED",0,NA,5
4094,"Pleasanton","MALE",28,2013,"DELISTED",1541.91,66,11
4095,"San Francisco","MALE",39,2006,"DELISTED",644.276,57,6.67
4096,"Washington","MALE",31,2013,"ACTIVE",485.346,79,4.42
4097,"San Francisco","FEMALE",NA,2009,"SCHEDULING",0,NA,7.5
4098,"Chicago","MALE",39,2007,"RESCUING",54.082,82,4.57
4099,"San Francisco","MALE",NA,2007,"DELISTED",39.96,NA,10
4100,"San Francisco","MALE",40,2012,"DELISTED",1553.986,45,8
4101,"Daly City","FEMALE",43,2006,"ACTIVE",763.742,76,4.78
4102,"Washington","MALE",NA,2015,"ACTIVE",115.542,83,4.48
4103,"Evanston","MALE",NA,2017,"DELISTED",0,76,6.22
4104,"Portland","FEMALE",47,2012,"DELISTED",69.642,45,6.5
4105,"Portland","FEMALE",NA,2015,"ACTIVE",46.03,73,5.5
4106,"Seattle","MALE",NA,1998,"DELISTED",0,NA,18
4107,"San Francisco","MALE",32,2008,"ACTIVE",1802.6,56,5.87
4108,"San Francisco","FEMALE",29,2013,"DELISTED",654.324,43,13
4109,"Berkeley","FEMALE",NA,2008,"DELISTED",13.44,NA,8.5
4110,"San Francisco","MALE",37,2011,"DELISTED",189.458,NA,8.5
4111,"Portland","MALE",NA,2015,"SCHEDULING",0,NA,5.33
4112,"San Francisco","MALE",NA,2013,"DELISTED",0,NA,8
4113,"San Francisco","MALE",40,2013,"DELISTED",33.928,75,6
4114,"Boston","FEMALE",45,2016,"ACTIVE",0,58,5.72
4115,"Mountain View","FEMALE",NA,2002,"DELISTED",103.68,NA,25
4116,"Denver","FEMALE",NA,2001,"DELISTED",0,NA,8
4117,"Portland","MALE",NA,2010,"DELISTED",0,NA,10
4118,"Los Angeles","MALE",NA,2008,"DELISTED",0,NA,11
4119,"Chicago","FEMALE",31,2013,"ACTIVE",597.61,79,5
4120,"Oakland","FEMALE",36,2016,"LIMITED",434.366,80,5.7
4121,"San Francisco","MALE",NA,2006,"DELISTED",48.3,NA,10
4122,"","MALE",NA,2005,"DELISTED",0,NA,9
4123,"San Francisco","MALE",38,2011,"DELISTED",2403.798,41,9
4124,"San Francisco","MALE",35,2016,"SCHEDULING",0,NA,7.5
4125,"San Francisco","FEMALE",54,2013,"DELISTED",2502.596,52,5.93
4126,"Plainsboro","MALE",NA,1998,"DELISTED",0,NA,7.5
4127,"Boston","MALE",48,2013,"ACTIVE",1018.068,79,13.58
4128,"Chicago","FEMALE",22,2014,"ACTIVE",517.302,79,6.69
4129,"San Francisco","MALE",50,2006,"ACTIVE",2773.32,65,8
4130,"Chicago","FEMALE",38,2008,"ACTIVE",516.554,81,5.12
4131,"Washington","FEMALE",30,2012,"DELISTED",245.306,76,7
4132,"Oakland","FEMALE",38,2015,"LIMITED",38.7,78,20
4133,"San Francisco","MALE",31,2011,"DELISTED",1180.786,42,15
4134,"San Francisco","FEMALE",NA,2012,"DELISTED",520.71,NA,9
4135,"San Francisco","MALE",31,2015,"OFFBOARDING",351.99,41,8
4136,"San Francisco","FEMALE",27,2011,"ACTIVE",1095.3,73,6
4137,"San Mateo","FEMALE",NA,2012,"RESCUING",524.784,76,5.94
4138,"San Francisco","FEMALE",34,2006,"DELISTED",1319.82,NA,8
4139,"Washington","FEMALE",NA,2011,"ACTIVE",1070.01,72,4.42
4140,"Cambridge","MALE",44,2016,"ACTIVE",42.204,83,5.59
4141,"Portland","FEMALE",NA,2006,"DELISTED",868.956,41,7.5
4142,"San Francisco","FEMALE",NA,2007,"DELISTED",6.522,46,7.5
4143,"San Francisco","FEMALE",31,2009,"LIMITED",824.418,73,5.87
4144,"San Francisco","FEMALE",26,2014,"DELISTED",921.964,72,9.38
4145,"San Francisco","MALE",33,2011,"DELISTED",83.04,50,15
4146,"Washington","MALE",54,2011,"ACTIVE",1343.494,77,5.5
4147,"Seattle","FEMALE",NA,2003,"DELISTED",0,NA,7
4148,"Oakland","MALE",NA,2015,"DELISTED",44.04,49,7.5
4149,"San Francisco","FEMALE",32,2013,"OFFBOARDING",73.546,66,9.5
4150,"Portland","FEMALE",40,2012,"OFFBOARDING",317.04,53,8
4151,"Los Angeles","FEMALE",24,2017,"ACTIVE",3.836,84,7.21
4152,"Fremont","MALE",NA,2006,"DELISTED",105,NA,10
4153,"San Francisco","MALE",36,2014,"DELISTED",604.2,NA,20
4154,"","MALE",NA,2002,"DELISTED",0,NA,15
4155,"Buena Park","MALE",30,2009,"DELISTED",185.76,NA,15
4156,"Playa Vista","FEMALE",NA,2017,"ACTIVE",43.348,75,6.48
4157,"San Francisco","FEMALE",NA,2015,"DELISTED",603.75,40,60
4158,"San Francisco","FEMALE",47,2016,"LIMITED",1603.008,62,9.5
4159,"Emeryville","MALE",48,2015,"DELISTED",40.32,65,12
4160,"Los Angeles","MALE",21,2017,"LIMITED",81.334,82,6.31
4161,"San Francisco","MALE",30,2009,"DELISTED",396.468,67,8.07
4162,"Belmont","MALE",47,2013,"ACTIVE",172.7,79,8.26
4163,"","MALE",NA,2008,"DELISTED",0,NA,8
4164,"Metuchen","MALE",NA,2008,"DELISTED",0,NA,25
4165,"Washington","MALE",NA,2007,"DELISTED",13.2,62,11
4166,"Chicago","MALE",NA,2007,"DELISTED",15.84,NA,14
4167,"Portland","MALE",NA,2018,"OFFBOARDING",165.236,74,6.07
4168,"Seattle","MALE",33,2014,"LIMITED",43.092,83,10.55
4169,"San Rafael","MALE",34,2010,"DELISTED",0,NA,8
4170,"Hoboken","FEMALE",NA,2017,"ACTIVE",1821.958,77,12.38
4171,"Chicago","FEMALE",32,2003,"DELISTED",39,NA,6.5
4172,"Los Angeles","FEMALE",NA,2010,"LIMITED",4.75,82,4.82
4173,"San Francisco","MALE",38,2018,"LIMITED",1686.09,74,35
4174,"","MALE",NA,2006,"DELISTED",0,NA,7
4175,"Lawndale","FEMALE",NA,2017,"ACTIVE",0,84,12.04
4176,"San Francisco","MALE",NA,2015,"OFFBOARDING",372.63,40,12
4177,"Portland","FEMALE",45,2008,"DELISTED",109.35,NA,6.5
4178,"San Francisco","FEMALE",28,2011,"DELISTED",930.392,40,9
4179,"San Francisco","MALE",40,2014,"DELISTED",2151.284,41,7
4180,"New York","MALE",NA,2012,"DELISTED",0,NA,7.5
4181,"New York","MALE",NA,2012,"DELISTED",0,NA,10
4182,"Chicago","MALE",38,2010,"DELISTED",23.4,45,8.5
4183,"Arlington","MALE",27,2014,"DELISTED",7.2,49,8
4184,"San Francisco","FEMALE",NA,2018,"ONBOARDING",0,NA,7.5
4185,"Washington","MALE",NA,2015,"ACTIVE",0,79,5.73
4186,"San Francisco","FEMALE",38,2013,"DELISTED",22.98,45,11
4187,"San Jose","FEMALE",36,2017,"ACTIVE",40.004,82,5.38
4188,"Irvine","MALE",34,2010,"DELISTED",0,NA,8.5
4189,"","MALE",NA,2011,"DELISTED",0,NA,8
4190,"San Francisco","FEMALE",NA,2015,"OFFBOARDING",0,71,5
4191,"Chicago","FEMALE",32,2015,"SCHEDULING",0,NA,7.15
4192,"San Francisco","MALE",25,2014,"DELISTED",53.806,NA,8.5
4193,"Chicago","MALE",30,2013,"DELISTED",163.216,59,4.46
4194,"Denver","MALE",NA,2001,"DELISTED",0,NA,10
4195,"San Francisco","MALE",42,2018,"LIMITED",518.564,75,10.37
4196,"San Francisco","MALE",NA,2013,"DELISTED",37.11,46,11
4197,"San Francisco","MALE",28,2001,"DELISTED",504.72,NA,12
4198,"San Francisco","MALE",28,2007,"DELISTED",502.74,63,10
4199,"San Francisco","FEMALE",40,2015,"DELISTED",126.322,61,6
4200,"","MALE",NA,2010,"DELISTED",0,NA,10
4201,"Boston","FEMALE",NA,2018,"ACTIVE",74.676,76,8.45
4202,"San Francisco","FEMALE",33,2008,"DELISTED",671.004,40,7
4203,"Boston","FEMALE",NA,2018,"ACTIVE",140.58,83,22
4204,"Brighton","MALE",33,2008,"SCHEDULING",0,NA,4.93
4205,"Santa Monica","FEMALE",35,2014,"ACTIVE",217.992,79,6.44
4206,"Bellevue","MALE",NA,2011,"DELISTED",0,NA,18
4207,"Oakland","MALE",39,2010,"DELISTED",8.16,43,8
4208,"San Francisco","FEMALE",66,2015,"ACTIVE",1841.218,61,8
4209,"San Francisco","FEMALE",26,2016,"DELISTED",715.08,73,6.6
4210,"Alameda","FEMALE",51,2010,"DELISTED",27.48,NA,8
4211,"","FEMALE",NA,2013,"DELISTED",0,NA,7.5
4212,"Oakland","MALE",33,2009,"DELISTED",78.716,75,5.87
4213,"San Francisco","MALE",29,2007,"DELISTED",38.4,50,8
4214,"San Francisco","FEMALE",NA,2014,"ACTIVE",148.652,83,5.87
4215,"Arlington","MALE",NA,2017,"DELISTED",89.094,71,5.26
4216,"","FEMALE",NA,2008,"DELISTED",0,NA,9
4217,"San Francisco","MALE",27,2015,"DELISTED",15.66,47,9
4218,"San Francisco","MALE",NA,2006,"DELISTED",798.996,44,7.5
4219,"Oakland","MALE",31,1995,"DELISTED",96,NA,10
4220,"Philadelphia","FEMALE",42,2017,"ACTIVE",141.066,80,11.96
4221,"Chicago","MALE",31,2012,"OFFBOARDING",126.45,47,7
4222,"San Francisco","FEMALE",36,2013,"DELISTED",144.36,50,7.5
4223,"San Francisco","MALE",41,2014,"ACTIVE",1623.61,40,7.56
4224,"","FEMALE",NA,2003,"DELISTED",0,NA,15
4225,"San Mateo","FEMALE",NA,2015,"DELISTED",0,72,5
4226,"San Francisco","FEMALE",60,2016,"ACTIVE",0,66,10
4227,"Brooklyn","MALE",NA,2001,"DELISTED",0,NA,15
4228,"Arlington","MALE",33,2011,"DELISTED",2377.89,43,5.5
4229,"Portland","MALE",33,2000,"DELISTED",123.21,NA,7
4230,"Oakland","FEMALE",NA,2014,"DELISTED",272.598,77,10.3
4231,"Emeryville","FEMALE",37,2012,"DELISTED",934.132,42,7
4232,"San Francisco","FEMALE",NA,2018,"LAUNCHING",0,NA,7.5
4233,"Hackensack","FEMALE",36,2015,"ACTIVE",70,84,4.76
4234,"San Francisco","MALE",26,2010,"ONBOARDING",0,NA,5.87
4235,"Oakland","MALE",29,2014,"DELISTED",16.8,44,11
4236,"Chicago","MALE",NA,2017,"ACTIVE",1788.014,74,5.3
4237,"San Francisco","FEMALE",NA,2015,"DELISTED",0,65,5
4238,"San Lorenzo","FEMALE",25,2013,"ACTIVE",245.09,68,5.72
4239,"Oakland","FEMALE",NA,2016,"ACTIVE",0,78,5
4240,"","MALE",NA,2008,"DELISTED",0,NA,9
4241,"San Francisco","FEMALE",NA,2004,"DELISTED",0,NA,10
4242,"San Francisco","MALE",28,2013,"DELISTED",200.772,NA,7
4243,"San Francisco","FEMALE",35,2013,"DELISTED",677.4,NA,15
4244,"Arlington","FEMALE",31,2017,"DELISTED",259.71,67,6.71
4245,"San Francisco","FEMALE",NA,2016,"ONBOARDING",0,NA,7.5
4246,"Santa Monica","MALE",NA,2005,"DELISTED",0,NA,12
4247,"Chicago","FEMALE",28,2009,"OFFBOARDING",19.2,55,13
4248,"San Diego","MALE",NA,2001,"DELISTED",0,NA,8
4249,"San Francisco","MALE",33,2005,"DELISTED",218.19,NA,7
4250,"Playa Vista","FEMALE",NA,2016,"ACTIVE",223.49,75,7.65
4251,"San Francisco","FEMALE",NA,2011,"DELISTED",1226.82,NA,8.5
4252,"Marina Del Rey","FEMALE",28,2014,"ACTIVE",75.074,82,5.09
4253,"Dupont","MALE",NA,2006,"DELISTED",0,NA,7.5
4254,"San Francisco","MALE",35,2007,"DELISTED",2680.172,50,6.5
4255,"Mountain View","FEMALE",53,2013,"ACTIVE",97.132,78,6.93
4256,"","MALE",NA,2006,"DELISTED",0,NA,3
4257,"San Francisco","FEMALE",NA,2006,"DELISTED",202.8,NA,15
4258,"San Francisco","FEMALE",NA,1995,"DELISTED",0,NA,9
4259,"Chicago","MALE",NA,2006,"ONBOARDING",0,NA,4.57
4260,"San Francisco","FEMALE",NA,2016,"DELISTED",0,65,5
4261,"San Francisco","MALE",41,2013,"DELISTED",996.3,45,16
4262,"San Francisco","FEMALE",38,2018,"ACTIVE",19.976,81,6.2
4263,"San Francisco","MALE",37,2013,"DELISTED",436.686,58,9.5
4264,"San Francisco","MALE",32,2006,"DELISTED",751.902,67,5.92
4265,"Chicago","FEMALE",NA,2006,"DELISTED",9.6,43,10
4266,"San Francisco","FEMALE",31,2009,"DELISTED",956.014,41,8.5
4267,"Berkeley","FEMALE",27,2009,"DELISTED",934.112,60,8.5
4268,"Chicago","FEMALE",30,2011,"DELISTED",1419.702,60,4.58
4269,"","FEMALE",NA,2007,"DELISTED",0,NA,10
4270,"Palo Alto","MALE",NA,2018,"ACTIVE",30.134,79,7.39
4271,"Mountain View","MALE",NA,2003,"DELISTED",43.65,NA,7.5
4272,"San Francisco","MALE",NA,2007,"DELISTED",333.9,NA,10
4273,"Portland","MALE",NA,2011,"SCHEDULING",0,NA,4.65
4274,"San Francisco","MALE",28,2015,"DELISTED",322.92,40,13
4275,"Culver City","MALE",NA,2003,"DELISTED",0,NA,8
4276,"San Francisco","FEMALE",NA,2011,"DELISTED",260.354,NA,8.5
4277,"San Francisco","FEMALE",38,2009,"OFFBOARDING",518.296,46,6.5
4278,"San Mateo","MALE",NA,2015,"LIMITED",125.58,82,5.99
4279,"Jersey City","FEMALE",41,2016,"DELISTED",822.564,75,11.97
4280,"Berkeley","MALE",27,2014,"DELISTED",161.54,68,9.6
4281,"San Diego","MALE",NA,2009,"DELISTED",49.44,NA,8
4282,"Portland","MALE",45,2013,"DELISTED",92.61,47,7.5
4283,"San Francisco","FEMALE",NA,2008,"DELISTED",1593.212,43,9
4284,"Valencia","MALE",34,2011,"DELISTED",0,NA,20
4285,"San Francisco","MALE",39,2006,"OFFBOARDING",593.85,41,35
4286,"Chicago","MALE",NA,2015,"DELISTED",26.52,57,11
4287,"Redwood City","MALE",30,2004,"DELISTED",1.35,NA,7.5
4288,"San Francisco","FEMALE",NA,2018,"ACTIVE",0,77,5
4289,"Chicago","FEMALE",28,2012,"OFFBOARDING",45,83,15
4290,"San Francisco","FEMALE",NA,2006,"DELISTED",71.624,45,8
4291,"San Francisco","FEMALE",36,2014,"DELISTED",452.79,NA,15
4292,"Los Angeles","FEMALE",NA,2017,"ACTIVE",0,81,7.49
4293,"Chicago","MALE",26,2009,"OFFBOARDING",1434.72,65,6
4294,"San Francisco","FEMALE",37,2017,"ACTIVE",488.172,82,9.39
4295,"Venice","FEMALE",NA,2008,"DELISTED",0,NA,10
4296,"Sun Valley","FEMALE",54,1995,"DELISTED",0,NA,7.5
4297,"","MALE",NA,2004,"DELISTED",0,NA,9
4298,"Bellevue","MALE",NA,2006,"DELISTED",0,NA,18
4299,"Chicago","FEMALE",31,2012,"ACTIVE",310.588,81,8.33
